States/UTs,YEAR,JAN,FEB,MAR,APR,MAY,JUN
Jharkhand,1929,63.9,15.2,12.7,11.4,29.5,111.4
Jharkhand,1930,0.9,4.3,7.7,18.1,16.5,125.5
Jharkhand,1931,7,116.9,18,2.2,37.1,109
Jharkhand,1932,0,32.8,4,15,45.8,96.5
Jharkhand,1933,61.2,58.7,8.9,37,94,218.1
Jharkhand,1934,24,10.3,1.8,13.1,13.6,166.7
Jharkhand,1935,35.8,21.7,10,23.4,6.7,120.5
Jharkhand,1936,15.9,18.9,13.5,5.4,93,279.1
Jharkhand,1937,0,96.4,4.9,20.7,72.1,186.1
Jharkhand,1938,29,36.1,0.2,0.8,102.1,201
Jharkhand,1939,14.7,47.8,41.7,15.4,18.3,237
Jharkhand,1940,0.2,38.1,89.6,15.6,42.3,123.3
Jharkhand,1941,41.6,4.2,2.5,7,52.3,287.8
Jharkhand,1942,8.8,61.4,19.9,31.2,22.7,140.5
Jharkhand,1943,76.4,12.5,0.7,34.9,38.9,127.5
Jharkhand,1944,34.5,65.3,46.6,29.1,18.7,129.4
Jharkhand,1945,45.8,27.4,0.4,25.6,45.2,168.4
Jharkhand,1946,0,16.1,16.7,68.5,84.1,270.1
Jharkhand,1947,12.1,24.1,45.9,2.8,35.7,143.8
Jharkhand,1948,26.7,18.7,17.7,8.4,47,185.9
Jharkhand,1949,21.8,16.2,15.5,57.4,107.8,187.3
Jharkhand,1950,1,14.8,31.4,1.9,36.4,318.4
Jharkhand,1951,5.1,0.4,48.9,24.2,25.1,177.5
Jharkhand,1952,3.9,10.7,24.2,36,58,210.7
Jharkhand,1953,35.3,11,0.8,7.4,28.5,213
Jharkhand,1954,12.4,8.4,4.3,3.5,29.7,160.9
Jharkhand,1955,43.6,9.8,5.9,5.1,23.9,137.7
Jharkhand,1956,13.9,25.7,50.3,5.8,78.5,259.3
Jharkhand,1957,56.3,24.7,30.6,2.4,6.5,163.6
Jharkhand,1958,11.5,39.8,20,24.8,12.2,93.6
Jharkhand,1959,51.6,5.6,5.2,17.5,56.4,188.5
Jharkhand,1960,6.6,0.5,29.3,1.9,32.1,115.6
Jharkhand,1961,8.9,84.3,1,4.6,30,298.6
Jharkhand,1962,8.2,15,4.3,31.1,26.5,167.4
Jharkhand,1963,2.8,7.8,9.9,23.3,67.7,171.5
Jharkhand,1964,2.2,12.2,4.7,18.9,53.8,200.4
Jharkhand,1965,0.8,8.7,26.6,31.3,14.8,113.1
Jharkhand,1966,24.7,3.8,0.2,10.5,22.1,233.2
Jharkhand,1967,8.6,1,39.9,24.2,43.7,71.9
Jharkhand,1968,34.4,9.4,5.5,4.7,22,272.6
Jharkhand,1969,6.2,4,5,34.7,86.1,130.2
Jharkhand,1970,24.3,16.6,28,8.4,29.7,182.4
Jharkhand,1971,43.4,24.3,2.1,95.6,83.5,272.3
Jharkhand,1972,8.6,46.5,0.2,9.1,3.2,75.9
Jharkhand,1973,10.6,15.2,23.9,7.1,56.4,184.3
Jharkhand,1974,2.6,0.5,24.3,3.3,51.9,64.9
Jharkhand,1975,17.2,13.4,26,10.1,30.1,121
Jharkhand,1976,0,23.1,7.2,25.2,58.2,107
Jharkhand,1977,19.2,8.1,3.8,47.9,102.5,281.1
Jharkhand,1978,10.5,50.9,45.3,28.4,33.8,283.7
Jharkhand,1979,22.4,38.7,6.1,19.5,6.1,129.1
Jharkhand,1980,13.6,14.9,37.1,21,40,273.7
Jharkhand,1981,40.7,33.5,20.1,40.9,94.9,143.3
Jharkhand,1982,8.4,23.6,77.3,30.9,33.4,183.9
Jharkhand,1983,4.3,33.1,9.9,44.4,83.3,131.8
Jharkhand,1984,33.4,26.2,1.6,14.1,31,479.6
Jharkhand,1985,19.1,9.1,1.6,8.8,48.2,131.2
Jharkhand,1986,6.9,21.2,3.8,25,74.8,253
Jharkhand,1987,5.9,10.1,10.9,30.3,44.9,93.1
Jharkhand,1988,3.1,37.1,42.2,23.7,23.6,303.6
Jharkhand,1989,1.9,0.3,2.8,0.1,66.4,246
Jharkhand,1990,0.8,48,22.2,15.4,90.6,197.4
Jharkhand,1991,19.3,8,31.1,11.2,33.7,171.3
Jharkhand,1992,2.3,6.1,0.6,8.8,51.8,129.8
Jharkhand,1993,1.7,2,16.1,32,50.5,203.2
Jharkhand,1994,17.7,23.8,0.6,20,29.2,391.3
Jharkhand,1995,13.7,9.7,22.4,4.3,30.3,134.2
Jharkhand,1996,17.1,24.4,4.9,8,18.5,302.7
Jharkhand,1997,9.5,3.7,1.5,29.4,25.2,230.4
Jharkhand,1998,76.3,20.6,54.1,33.8,45.5,109.9
Jharkhand,1999,0.6,0.1,0.1,1.5,95.4,240.2
Jharkhand,2000,3.6,21.2,6.3,19.6,67.7,185.3
Jharkhand,2001,1.9,4,30,14,57.4,324.7
Jharkhand,2002,9,5.4,10.7,11.5,38.7,184.9
Jharkhand,2003,3.3,30.5,33.6,17.9,21.5,152.4
Jharkhand,2004,5.5,2.7,3.1,41,31.1,184.4
Jharkhand,2005,22.1,17.5,17.7,9.6,23.5,157.2
Jharkhand,2006,0.3,0.2,22.4,15.7,107.4,198.3
Jharkhand,2007,1.7,48.4,25.5,22.3,58.1,125.4
Jharkhand,2008,19.4,3.6,6.2,10.7,42.9,366.3
Jharkhand,2009,1.8,0.8,2,0.8,78.1,62.7
Jharkhand,2010,0.2,2.3,0.9,6.3,29.2,92.6
Jharkhand,2011,3.3,2.5,6.4,25.4,55,349
Jharkhand,2012,34.6,10.3,1.5,9.6,6.6,121.1
Jharkhand,2013,1.1,17.9,1.6,22.3,85,181.5
Jharkhand,2014,9.9,47.5,22.9,1.9,98.2,139.7
Jharkhand,2015,12.2,2.6,21.6,55.5,25.5,183.3
Jharkhand,2016,12.6,7.6,17.5,1,72.8,122.9
Jharkhand,2017,5.1,0.1,4.5,6.1,55.9,116
Bihar,1901,51.8,19.6,11.9,1.1,65.6,66.3
Bihar,1902,4.6,0.7,24.3,17.3,66.3,118.2
Bihar,1903,5.3,4.7,2,4.7,28.2,192.9
Bihar,1904,6.3,1.7,3.5,5.3,118.7,191.6
Bihar,1905,16,30.1,32.6,21.4,77.5,50.5
Bihar,1906,14.4,56.9,8.6,0.9,44.7,191.3
Bihar,1907,1.3,55.2,39.4,27,32.9,232.2
Bihar,1908,14.7,38.6,6.1,2.2,36.7,94
Bihar,1909,7,6.3,0,72.8,25.8,446
Bihar,1910,2.4,4.8,6.6,5.7,51.5,279.5
Bihar,1911,9.4,0.1,28.2,13.1,41.7,312.3
Bihar,1912,5.5,8.5,23.9,25.4,62.7,146.8
Bihar,1913,0,38,18.1,1.4,106.1,379.9
Bihar,1914,0.2,22.7,8,29,77,84.4
Bihar,1915,8.2,57.1,22.5,6.4,72.5,149.1
Bihar,1916,0.6,16.5,0.3,25.3,25.1,270.3
Bihar,1917,2.7,19.7,7.9,5.8,103.3,227.8
Bihar,1918,0.6,0.1,1.8,29.5,105.4,251.6
Bihar,1919,40.2,7.7,3.8,11.6,42.3,195
Bihar,1920,0,19.2,31,2.6,28.8,108.9
Bihar,1921,26.8,0.6,6.5,21.2,26.3,132.4
Bihar,1922,12.2,4.6,0,9.6,22,345.8
Bihar,1923,1.3,35.1,1.5,13.5,38.1,171.7
Bihar,1924,2.5,12.7,1.8,8.8,14.8,170.6
Bihar,1925,7.7,1.8,7.7,52.9,38.6,130.4
Bihar,1926,16.3,0.6,29.7,12.8,47,48.1
Bihar,1927,24.2,36.4,31.9,3.1,52.9,115.9
Bihar,1928,41.2,21.5,0.1,18.3,54.3,208
Bihar,1929,51.6,1.1,11.4,16.2,33.1,190.2
Bihar,1930,11.6,7.6,13.6,6.6,28.6,144.6
Bihar,1931,1.3,32.4,11.4,1.6,27.5,75.9
Bihar,1932,0,8.2,0.5,14.8,26.6,152.1
Bihar,1933,28.3,13.1,0.7,62.1,90.3,197
Bihar,1934,30.1,13.7,3,9.1,22,165.5
Bihar,1935,21,19.6,0.6,0.7,21.9,127.9
Bihar,1936,7.7,6.9,4.6,7.7,84.3,188.9
Bihar,1937,0,66.3,0.8,10.7,80,113.6
Bihar,1938,12.4,17,0,2.9,115.5,382.4
Bihar,1939,5,42.3,11.3,1.7,41.5,230.4
Bihar,1940,0.9,43.8,65.5,5,31.9,114.6
Bihar,1941,16.2,2.8,0.7,4.6,67.1,177.7
Bihar,1942,34.4,43.5,14.7,18.2,28.1,174.7
Bihar,1943,34.7,16.9,0.2,40.7,37,169.8
Bihar,1944,27.3,32.6,42,34.1,21.9,223.9
Bihar,1945,50.7,24,1.4,32.4,57.8,120.5
Bihar,1946,0,21.3,5,52.3,88.6,168.7
Bihar,1947,5.6,5.6,10.2,7.5,57.7,89.4
Bihar,1948,11.1,7.5,3.6,11.3,46.3,114.6
Bihar,1949,16.5,42.8,5.7,35.5,93.1,200.2
Bihar,1950,9.8,11.8,22.1,2.2,43.3,346.5
Bihar,1951,7.3,1.5,5.8,8.2,22.8,144.5
Bihar,1952,1.1,10.3,20.1,24.6,57,272.5
Bihar,1953,29.7,4.2,8.7,16.7,37.4,224.7
Bihar,1954,12.5,8.4,0.8,0.6,40.9,166.6
Bihar,1955,20,6.7,2.3,11.9,28.2,172.5
Bihar,1956,19.3,4.7,9.6,5.3,75.4,319.4
Bihar,1957,75.2,2.8,11.6,0.5,1.3,115.6
Bihar,1958,16,2.7,4.7,26.4,16.1,120.7
Bihar,1959,81.2,1.5,9.4,18.6,35.7,132.3
Bihar,1960,1.4,0.1,42.7,5.2,49.9,117.6
Bihar,1961,11.7,35.8,1.4,2,33.9,239.7
Bihar,1962,13,7.8,9.5,20.8,38.8,156.4
Bihar,1963,3.4,1.7,9.4,17.5,78.9,154
Bihar,1964,1.4,3.3,2.4,21.9,59.3,134.7
Bihar,1965,0.4,1.2,15.7,7.1,7.7,98.8
Bihar,1966,21.2,6.9,0.1,0.9,39.5,114.5
Bihar,1967,0.2,0.1,38.6,30.6,23.6,80.7
Bihar,1968,29.1,1.7,7,3,17.3,261.8
Bihar,1969,5.2,9.3,9.7,20.7,64.4,193.1
Bihar,1970,22.1,13.4,3.2,17.9,39.2,194.6
Bihar,1971,17.3,14.6,5.1,91.4,81.5,278
Bihar,1972,12.9,38,2.7,3.2,3.4,56.7
Bihar,1973,22.9,10.2,3.8,4.4,65,200.9
Bihar,1974,3.9,0.7,21.9,9.9,39.1,129.4
Bihar,1975,9.1,4.1,12,11,34.4,143.2
Bihar,1976,2.3,12.4,0.9,8.9,80.1,147.1
Bihar,1977,5.3,2.9,1.3,17,83.7,102.5
Bihar,1978,13.4,27.8,16.8,24.5,51.8,190.4
Bihar,1979,23.4,19.4,2.3,21.3,6.2,90.6
Bihar,1980,4.7,2.4,9.5,7.9,80.9,160.2
Bihar,1981,31.3,5.7,14.3,47.9,86.3,107.9
Bihar,1982,4.4,6.1,28.2,14.7,31,222.4
Bihar,1983,13.1,1.7,8,45,81.1,101.2
Bihar,1984,28.6,33.9,1.3,11.2,65.6,353.4
Bihar,1985,8.8,0.5,0.5,8,69.2,163.2
Bihar,1986,1.1,13.9,0.5,16,94.3,168.4
Bihar,1987,0.7,3.7,5.4,37.7,40.1,143.6
Bihar,1988,1.2,15.3,27.3,46.9,46.2,174.5
Bihar,1989,8.9,8.7,6.9,0.2,100.3,152.9
Bihar,1990,0.3,30.2,13.8,14,83.3,156.6
Bihar,1991,14.5,6.3,7.9,8.9,31.2,176.2
Bihar,1992,2.6,3.1,0.1,2.6,61.1,83.9
Bihar,1993,9.4,4,24.5,24.5,51.1,154.8
Bihar,1994,28.3,29.1,1,7,32.7,130.9
Bihar,1995,6.8,11.6,2,0.1,6.7,162.9
Bihar,1996,26,21.7,0.2,3,18.2,220.1
Bihar,1997,10.5,1.1,2.9,29.3,42.2,211
Bihar,1998,8.4,11.2,23.6,26.6,38.2,96.6
Bihar,1999,0.1,0.2,0.4,3.8,83.6,265.1
Bihar,2000,0.5,12.1,3.6,37.2,96.2,267.2
Bihar,2001,1,0.5,3,12.6,98.4,224.4
Bihar,2002,13.4,11.3,2.2,25,74.8,116.6
Bihar,2003,13.2,39.7,10.2,21.9,41.4,230.9
Bihar,2004,22.7,2.1,2.2,32,72.7,246.8
Bihar,2005,13.9,14.3,12.1,7.7,28.6,82.5
Bihar,2006,0.1,0,1.9,19.2,73.2,200
Bihar,2007,0.2,34.2,25.4,20.3,94.4,170.4
Bihar,2008,25.6,4.4,3.2,10.4,48.9,291.2
Bihar,2009,0.3,0.4,1.1,2.9,98.5,67.7
Bihar,2010,0.1,1.1,0.2,6.5,44.4,80.9
Bihar,2011,4.2,7.7,9.2,23.9,74.5,211
Bihar,2012,18.1,2.7,7.3,20.4,18.8,96.2
Bihar,2013,5.1,22.6,0.6,32.3,89.5,183.3
Bihar,2014,17,33.5,8.4,0.7,103.9,115.2
Bihar,2015,12.8,1.8,27.2,38.7,39.5,122.1
Bihar,2016,9.3,0.6,5.6,3.9,84,128.7
Bihar,2017,0.7,0,22.8,21.8,79.7,84.6
East Uttar Pradesh,1901,62.6,31.3,8.2,1.1,13.6,21.8
East Uttar Pradesh,1902,6.1,2.3,2.4,2,21.4,32.5
East Uttar Pradesh,1903,8.2,0.4,1.3,0.7,15.3,71.6
East Uttar Pradesh,1904,7.3,1.5,8.3,0.4,28.7,148
East Uttar Pradesh,1905,16.8,23.6,20,5.4,15.4,17.3
East Uttar Pradesh,1906,5.7,58.2,6.7,0,13.5,140.6
East Uttar Pradesh,1907,2.1,74.9,19.2,20.3,11.1,48.6
East Uttar Pradesh,1908,19.2,15.7,7.7,0.8,5.2,63.3
East Uttar Pradesh,1909,8.4,5.4,0,66.6,6.6,248.9
East Uttar Pradesh,1910,4.4,0.2,0.5,1.6,28.6,163.8
East Uttar Pradesh,1911,40.1,0.1,29.1,2.2,4,121.8
East Uttar Pradesh,1912,16,7.3,6.5,5.7,18.8,60.6
East Uttar Pradesh,1913,0.6,37.1,32,0.5,68.7,175
East Uttar Pradesh,1914,1.3,16.1,21.8,8.3,55.3,37.2
East Uttar Pradesh,1915,12.5,45.5,25.6,5.8,20.1,107.9
East Uttar Pradesh,1916,0,20.1,0,6.9,7.3,243.5
East Uttar Pradesh,1917,7.9,32.2,8.4,3.9,43.8,171.4
East Uttar Pradesh,1918,0.6,0.1,5.3,4.3,20.3,142
East Uttar Pradesh,1919,46.2,9.6,2.9,6.5,12.2,68.8
East Uttar Pradesh,1920,0,12.5,13.6,0.8,16,86.2
East Uttar Pradesh,1921,41.2,0.7,2.5,8.5,0.5,166.8
East Uttar Pradesh,1922,27.6,5.7,0,4.4,2.9,130.2
East Uttar Pradesh,1923,1.2,38.1,0.1,0.1,5.4,41.9
East Uttar Pradesh,1924,11.5,7.3,1,0.2,2.2,42.1
East Uttar Pradesh,1925,5.2,0,0.4,16.7,20.9,140.8
East Uttar Pradesh,1926,11.3,2.5,44.6,14,19,18.7
East Uttar Pradesh,1927,6.4,21.3,15.5,1.6,29.7,67.8
East Uttar Pradesh,1928,24.9,84.3,0.7,12.7,11.7,118.4
East Uttar Pradesh,1929,42.4,1.4,13,1.7,6.6,163.7
East Uttar Pradesh,1930,11.3,16.8,5.2,3.5,6.1,54.2
East Uttar Pradesh,1931,0.5,27.4,1.8,0.2,8.6,36.8
East Uttar Pradesh,1932,0,5.5,2.2,1.4,7.6,89.4
East Uttar Pradesh,1933,14.8,18.5,2.9,37,46.8,128
East Uttar Pradesh,1934,33.7,1.6,12.5,1,1.5,148.7
East Uttar Pradesh,1935,19.9,18,0,10.8,0.2,73.9
East Uttar Pradesh,1936,6.3,31.1,4.1,4.6,24.2,219.5
East Uttar Pradesh,1937,0,58.3,1.4,6,21.2,94.9
East Uttar Pradesh,1938,24.5,11.5,0,1.7,37.4,285.7
East Uttar Pradesh,1939,14,21,4.3,1.1,2.5,146.8
East Uttar Pradesh,1940,8.3,20.9,31.5,5,10.5,66.2
East Uttar Pradesh,1941,19,5.6,0.4,0.2,19.1,138.3
East Uttar Pradesh,1942,56.2,55.8,7.9,4.7,4.9,99.6
East Uttar Pradesh,1943,24.3,7.3,0.1,20.7,15.6,75.4
East Uttar Pradesh,1944,19.2,41.6,63.7,12.4,6.3,105.9
East Uttar Pradesh,1945,46.5,1.8,1.7,14.9,12,70.3
East Uttar Pradesh,1946,0,25.7,0.5,26.9,35,88.2
East Uttar Pradesh,1947,17.3,7.3,11.3,0.7,14.5,88
East Uttar Pradesh,1948,28.3,9.9,0.5,0.7,14,100.2
East Uttar Pradesh,1949,3.8,41.3,1.2,3.8,28.5,52.7
East Uttar Pradesh,1950,28.8,7.5,19.8,0.2,10.6,147.1
East Uttar Pradesh,1951,27.4,10.9,21.6,6.1,2.5,114.4
East Uttar Pradesh,1952,2.8,12.8,33.7,2.7,9.4,244.8
East Uttar Pradesh,1953,32.4,6.3,1.3,3.4,14.9,138.4
East Uttar Pradesh,1954,36.5,32.1,1.7,0,3.6,65.2
East Uttar Pradesh,1955,34.4,9.6,1.2,1.9,4.5,202.1
East Uttar Pradesh,1956,21.5,5.7,12.3,1.2,39.7,165.2
East Uttar Pradesh,1957,44.2,0.4,18,1,1,56.4
East Uttar Pradesh,1958,14.6,3.2,5.8,4.4,1.3,52.6
East Uttar Pradesh,1959,53.2,4.2,4.8,4.1,36,44.4
East Uttar Pradesh,1960,9.6,0.1,36.3,2.9,5.9,75.2
East Uttar Pradesh,1961,24.7,25.6,0,1.6,6.6,92.7
East Uttar Pradesh,1962,28.6,17,9.2,4.8,3.2,81.7
East Uttar Pradesh,1963,14.8,2.4,10,8.6,19.4,99.9
East Uttar Pradesh,1964,1.6,6.6,0.2,3.7,43.4,82.9
East Uttar Pradesh,1965,2.1,0.7,9.9,19.3,2.7,21.4
East Uttar Pradesh,1966,13.5,8.8,0.2,0,8.4,185.7
East Uttar Pradesh,1967,2.1,0.1,30.5,9.2,8.1,81
East Uttar Pradesh,1968,28.8,5.5,4.5,2.6,1.7,95.1
East Uttar Pradesh,1969,2.8,2.6,2.9,7,37.3,59.2
East Uttar Pradesh,1970,31.3,41.3,8.4,2.1,30.3,178.1
East Uttar Pradesh,1971,15.7,11.6,7.1,39.6,54.5,202.5
East Uttar Pradesh,1972,9.7,23.4,3,1.1,1,26.9
East Uttar Pradesh,1973,11.7,18.3,0.7,0,17.9,119.7
East Uttar Pradesh,1974,0.5,3.2,4.9,0.2,7,53.3
East Uttar Pradesh,1975,13.5,7.6,13.1,0.8,8,234.9
East Uttar Pradesh,1976,6.1,3.5,0.2,5.7,23.4,61.4
East Uttar Pradesh,1977,10.3,3.7,0.1,9.8,30.9,57.9
East Uttar Pradesh,1978,27.9,27.2,31.6,9.6,6.5,187.1
East Uttar Pradesh,1979,27.6,30.6,2.3,6.8,12,85.2
East Uttar Pradesh,1980,3,4.2,8.9,0.3,15.5,153.4
East Uttar Pradesh,1981,19.6,3.7,11.8,4.8,29.2,80
East Uttar Pradesh,1982,34.7,9.9,40.3,11.1,44.9,120.1
East Uttar Pradesh,1983,20,1.6,0.7,24.9,45.9,104.2
East Uttar Pradesh,1984,24,23.5,1.4,9.4,10.7,286.9
East Uttar Pradesh,1985,20.8,0,0.5,2.2,10.4,69.7
East Uttar Pradesh,1986,7.1,36.5,0.9,5.6,26,116.9
East Uttar Pradesh,1987,11.1,6.4,2.6,6.4,22.2,20.7
East Uttar Pradesh,1988,2.3,11.1,17.4,14,17.4,107
East Uttar Pradesh,1989,14.5,4.3,9.3,0,7.3,138.4
East Uttar Pradesh,1990,0,42.6,9.5,1.8,42.3,135.7
East Uttar Pradesh,1991,8.6,10.9,7.9,3.9,4.1,98.2
East Uttar Pradesh,1992,9,8.7,0.3,1.2,14,51.4
East Uttar Pradesh,1993,1.7,5.1,23.2,8.9,33.9,162.5
East Uttar Pradesh,1994,22.2,24.7,0.1,9.5,7.6,127.5
East Uttar Pradesh,1995,19.2,23.1,1.9,2,2.1,133.8
East Uttar Pradesh,1996,55.6,39.6,0.6,2.5,1.2,145.1
East Uttar Pradesh,1997,6,0.4,0.6,13.3,15.8,69.5
East Uttar Pradesh,1998,9.5,8.6,14.2,6.6,20.1,55.4
East Uttar Pradesh,1999,8.7,6.8,0,0.2,23.6,112.6
East Uttar Pradesh,2000,2.6,5.3,2.9,10.5,38.6,199.1
East Uttar Pradesh,2001,1.1,1.4,1.3,4.2,26.7,229
East Uttar Pradesh,2002,15,26.1,0.6,2.5,29.2,50.6
East Uttar Pradesh,2003,13.8,36.9,2.6,8.8,2,124.9
East Uttar Pradesh,2004,22.8,1.8,0,8.7,25.8,161
East Uttar Pradesh,2005,14,14,10.3,0.9,8,57.5
East Uttar Pradesh,2006,0,0,10.7,7.8,27.1,107.4
East Uttar Pradesh,2007,0.1,46.6,25.8,3.2,28.3,64.5
East Uttar Pradesh,2008,3.1,2.4,0.2,3,16.1,223.7
East Uttar Pradesh,2009,0,1.1,0.8,0.6,22.8,29.9
East Uttar Pradesh,2010,2.2,10,0,0,14.7,23.9
East Uttar Pradesh,2011,1,2.7,1.6,2.9,32.2,163.8
East Uttar Pradesh,2012,20.3,1.2,3.4,2.8,0.2,18.5
East Uttar Pradesh,2013,6.1,59.6,2.7,8.7,1.1,309.7
East Uttar Pradesh,2014,47.4,25.8,15.4,1.7,10.7,47.8
East Uttar Pradesh,2015,30,4.1,48.2,23.2,8.6,95.3
East Uttar Pradesh,2016,5.3,1.3,9.5,0,39.3,77.1
East Uttar Pradesh,2017,9.7,0.1,4.3,2,25.8,50.8
West Uttar Pradesh,1901,51.4,25.6,9.5,0.7,5.6,23.8
West Uttar Pradesh,1902,4.6,4.6,0.6,4.8,7.2,54.5
West Uttar Pradesh,1903,13.4,0.4,1.2,0,8.2,32.7
West Uttar Pradesh,1904,6.3,2,29.7,0.4,24.8,68.5
West Uttar Pradesh,1905,32.3,26.6,14.8,3.6,7.1,18.9
West Uttar Pradesh,1906,3.3,63.2,21.5,0.2,3.4,206.5
West Uttar Pradesh,1907,13.8,64.8,17.6,27.2,9.6,15.8
West Uttar Pradesh,1908,22.4,11.4,1.7,1.9,12,44.4
West Uttar Pradesh,1909,16.7,6.1,0.1,69,2.8,163.3
West Uttar Pradesh,1910,11.1,2.5,0,1.4,13.5,88
West Uttar Pradesh,1911,63.8,0.5,31.6,0.8,0.3,58.8
West Uttar Pradesh,1912,24.5,6,8.5,4.1,5,27.5
West Uttar Pradesh,1913,0.2,37.4,27,1.8,52,124.2
West Uttar Pradesh,1914,0.1,8.5,21.8,17.9,30.5,48.3
West Uttar Pradesh,1915,20.2,60.7,50.3,7.4,11.9,58.5
West Uttar Pradesh,1916,0.1,17.9,0,2.5,10.4,139.9
West Uttar Pradesh,1917,9.7,25.6,11.7,16.8,48.5,101.8
West Uttar Pradesh,1918,7.2,0.7,10.9,4.9,5.5,83.6
West Uttar Pradesh,1919,68.6,4.4,3.3,5.8,14.2,19.5
West Uttar Pradesh,1920,5.2,9.3,9.7,0.4,19.6,128.1
West Uttar Pradesh,1921,50,0.7,1.1,3.4,0.5,141.8
West Uttar Pradesh,1922,36.8,4.1,0,1.6,2.6,77.6
West Uttar Pradesh,1923,4.9,39.7,0.3,0,7.4,8.1
West Uttar Pradesh,1924,29.1,20.3,2.2,0.2,7.7,17.8
West Uttar Pradesh,1925,4.2,0.2,0.1,5.5,12.5,207.5
West Uttar Pradesh,1926,13,8.2,53.7,14.6,24.9,15.9
West Uttar Pradesh,1927,0,23,19.2,4.4,19.1,73.4
West Uttar Pradesh,1928,28.6,89.9,1.9,7.8,8.6,55.9
West Uttar Pradesh,1929,26.3,2.5,1.9,5.7,1.5,83
West Uttar Pradesh,1930,23.8,18.3,0.6,2.6,4.3,64
West Uttar Pradesh,1931,0.5,25.9,6.3,0.4,6.3,16.2
West Uttar Pradesh,1932,0,4.2,13,4.2,2.9,24.3
West Uttar Pradesh,1933,5.5,14.7,6,19.6,33.3,239
West Uttar Pradesh,1934,28.1,1.8,27.7,1,0.9,120.7
West Uttar Pradesh,1935,28.4,22,2.8,15.9,0.2,16.8
West Uttar Pradesh,1936,3.5,16.9,11.9,2.5,17.5,291.2
West Uttar Pradesh,1937,0.3,64.6,1.8,11.5,10.5,66.1
West Uttar Pradesh,1938,39.2,5.9,0.1,1.1,7.9,158.8
West Uttar Pradesh,1939,8,21.2,6.3,0.6,2.9,130.2
West Uttar Pradesh,1940,21.1,39.3,19.1,5.8,5.7,40.4
West Uttar Pradesh,1941,35.6,8.3,1.6,0,16,87.6
West Uttar Pradesh,1942,33.2,54.3,1.3,5.9,5.4,98
West Uttar Pradesh,1943,25.8,0.5,2.8,13.9,11.2,75.7
West Uttar Pradesh,1944,32.3,43.2,44.4,25.1,0.4,76.5
West Uttar Pradesh,1945,35.5,0,0.5,4.6,4.4,31
West Uttar Pradesh,1946,0.1,19.3,0.7,11.9,20.4,92.2
West Uttar Pradesh,1947,18.1,12.2,11,0.2,2.9,47.4
West Uttar Pradesh,1948,37.2,18.8,11.9,0.3,5.3,9.2
West Uttar Pradesh,1949,0.6,38.3,3.4,3.2,10.7,14.5
West Uttar Pradesh,1950,21.1,5.8,21.2,0.7,7.1,47.7
West Uttar Pradesh,1951,16.4,8.2,34.9,6.6,11.5,31.7
West Uttar Pradesh,1952,6.6,20,23.4,2.6,8.1,190.8
West Uttar Pradesh,1953,36.9,0.5,0,5.9,7.4,64.6
West Uttar Pradesh,1954,34.9,67.6,11,0.1,0.7,40.8
West Uttar Pradesh,1955,44.8,5.7,2.4,3.3,2.1,98.1
West Uttar Pradesh,1956,23.1,4.3,22.2,0.4,12.4,67.2
West Uttar Pradesh,1957,59.7,0.3,29.1,5.4,2.4,42.3
West Uttar Pradesh,1958,7.7,2.8,3.5,5.5,0.7,42.1
West Uttar Pradesh,1959,46.3,3.9,5.7,1.3,34.1,18.9
West Uttar Pradesh,1960,11.6,0,33.9,2.3,5.8,64.9
West Uttar Pradesh,1961,44.5,33.1,0.1,2.1,7.6,73.4
West Uttar Pradesh,1962,34,18.6,15.1,0.8,2.2,45.9
West Uttar Pradesh,1963,13.6,5,5.2,3.5,9.7,70.9
West Uttar Pradesh,1964,2.3,0.8,1.9,0.6,20.2,38.8
West Uttar Pradesh,1965,8,10.4,10.6,21.1,10.6,3.7
West Uttar Pradesh,1966,6,13,0.8,0.2,20.5,143.3
West Uttar Pradesh,1967,0.5,0.1,34.4,1.3,3.8,51.8
West Uttar Pradesh,1968,21.8,8.4,10,0.3,0.1,46.4
West Uttar Pradesh,1969,5.8,3,10,4.8,16.6,17.1
West Uttar Pradesh,1970,37.8,44.6,9.3,0.1,15.5,129
West Uttar Pradesh,1971,10.9,12.5,2.9,11.5,44.7,139.1
West Uttar Pradesh,1972,4,26.3,4.5,3.1,0.4,31.9
West Uttar Pradesh,1973,7.5,12.7,2.6,0,7.9,79.9
West Uttar Pradesh,1974,0.2,0.7,0.8,0.1,7.9,25.8
West Uttar Pradesh,1975,13.4,7.8,7,0.8,2.5,159.7
West Uttar Pradesh,1976,1.5,11.9,2.9,2.3,11,69.8
West Uttar Pradesh,1977,15.9,2.8,0.2,20,22.7,78.5
West Uttar Pradesh,1978,6,31.7,57.1,8.3,0.7,206.2
West Uttar Pradesh,1979,45.1,48.6,10.6,2.3,29.9,56.7
West Uttar Pradesh,1980,4.5,4.8,19.3,0.4,2.2,104.7
West Uttar Pradesh,1981,19,5.2,13.4,1.3,22.7,102.2
West Uttar Pradesh,1982,30.5,8.3,61.8,23.8,40.5,53.1
West Uttar Pradesh,1983,28.1,5.4,5.5,59.8,33.7,89.7
West Uttar Pradesh,1984,24.7,27.5,0.6,7.4,0.3,134.5
West Uttar Pradesh,1985,7.5,0,1.7,6.9,6.1,44.3
West Uttar Pradesh,1986,14.8,46.5,5.7,3.9,29.8,95.3
