States/UTs,YEAR,JAN,FEB,MAR,APR,MAY,JUN
Gujarat Region,1917,0.4,7.4,0,5.3,98.3,126.8
Gujarat Region,1918,0.4,0,0.2,0,12.1,37.8
Gujarat Region,1919,6.1,0.1,0,1.3,2.1,110
Gujarat Region,1920,44.1,1.8,0,0.2,63.2,189.3
Gujarat Region,1921,0.8,0,0,0,0,31.1
Gujarat Region,1922,2.1,0,0,0,0,130.8
Gujarat Region,1923,0,5.2,1.5,4,4.6,2.6
Gujarat Region,1924,1.4,0,0.4,0,5.5,117.3
Gujarat Region,1925,0,0,0.1,0,25.8,264.6
Gujarat Region,1926,6.5,0,0.9,2,8.5,20.1
Gujarat Region,1927,0,4.9,0,0.2,1.9,139.4
Gujarat Region,1928,0,0.2,0,0,0,51.5
Gujarat Region,1929,1.9,0,0,5.5,0.9,123.6
Gujarat Region,1930,2,0.2,0.2,0.1,1.1,160.2
Gujarat Region,1931,0,0.1,0,0,1.7,18.4
Gujarat Region,1932,0,0,0.8,0.4,0.4,57.9
Gujarat Region,1933,0,3.4,0.7,3.5,44.3,118.3
Gujarat Region,1934,0.1,0,0.7,0.3,0,219.7
Gujarat Region,1935,7.3,0,0,1.6,0.4,82.4
Gujarat Region,1936,0,1.8,1.3,0,0.8,189.4
Gujarat Region,1937,0,4,0.2,0.1,0,260.6
Gujarat Region,1938,0,0.1,0,0,15.8,265
Gujarat Region,1939,0,1.1,3.1,0,0,30.3
Gujarat Region,1940,11.3,4.4,10.1,2,1.5,152.6
Gujarat Region,1941,1,12.5,0.1,0.7,0.9,42.5
Gujarat Region,1942,2,13.7,0,0,9,130.1
Gujarat Region,1943,0.1,0,0,0.6,19,132.8
Gujarat Region,1944,2.9,0,5.1,2.3,2.3,110.1
Gujarat Region,1945,7,0,0,1.9,0.7,160.9
Gujarat Region,1946,0,2.1,0,1.1,4.2,233.3
Gujarat Region,1947,0.4,0,0,40.4,0,5.4
Gujarat Region,1948,11.7,0.4,0,0,0.7,65.5
Gujarat Region,1949,0,0.1,0,0,2.5,35.2
Gujarat Region,1950,0,0,0,0,0.1,11.7
Gujarat Region,1951,0,0,0.4,0.3,2.1,65.6
Gujarat Region,1952,0,0,0,0,0.2,138.7
Gujarat Region,1953,12.6,0,0,0.1,0.3,143.6
Gujarat Region,1954,0.1,2,5.5,0,0.2,114.3
Gujarat Region,1955,0.3,0.1,0.1,0.7,3.1,104.9
Gujarat Region,1956,0,0.1,0,0.1,26.5,102.9
Gujarat Region,1957,2.3,0,0.2,0,5.7,151.8
Gujarat Region,1958,1,0,0.3,1.1,0.7,103.4
Gujarat Region,1959,0,0,0,2.8,1.4,98
Gujarat Region,1960,1.6,0,0.2,0,8,131.4
Gujarat Region,1961,0,0.6,0,0,0.6,90.2
Gujarat Region,1962,0,0,1.4,1.3,2.3,49.3
Gujarat Region,1963,1.4,0,0.9,0.3,0.3,65.4
Gujarat Region,1964,0.1,0,0,0,4,106.2
Gujarat Region,1965,7.4,0,0.6,0.4,1.3,11.2
Gujarat Region,1966,0.2,0,0,0,0.5,123.1
Gujarat Region,1967,0,0,42.1,0.4,0.2,132.7
Gujarat Region,1968,0.1,0.3,1.2,0,0.1,33.8
Gujarat Region,1969,0,0.2,0,0,0,100.5
Gujarat Region,1970,0.2,1,0.1,0.1,5.3,262.6
Gujarat Region,1971,0,0.1,0,0.3,5,176.2
Gujarat Region,1972,0.1,2,0,0,1.8,87.8
Gujarat Region,1973,0.2,0.7,0.1,0,1.3,97.3
Gujarat Region,1974,0,0,0,0.6,51.3,22.1
Gujarat Region,1975,0,0,0.7,0,0.1,156
Gujarat Region,1976,3.2,0,0,0,0.2,342.5
Gujarat Region,1977,3.9,0.1,0.2,0.1,15.4,310.2
Gujarat Region,1978,0,1.1,0,2,0.3,155.5
Gujarat Region,1979,1,4.6,0,0,0.3,132.3
Gujarat Region,1980,0.1,0,0,0,0.1,261.3
Gujarat Region,1981,1.3,0,0.7,0.1,0.3,111.3
Gujarat Region,1982,0.4,0.1,0.1,2.6,45.8,39.6
Gujarat Region,1983,0.1,0,0,8,1.3,129.3
Gujarat Region,1984,0,0,0,0,0,85.2
Gujarat Region,1985,0,0,0,0.8,2.1,14.7
Gujarat Region,1986,0,0,0.1,0,2,180.1
Gujarat Region,1987,0.4,0.5,0,0,0.3,69.6
Gujarat Region,1988,0,0,0,2.5,0,74.7
Gujarat Region,1989,1.3,0,0,0,0.1,112.5
Gujarat Region,1990,0,3.3,0.2,0,32.9,79
Gujarat Region,1991,0,0,0,0,0,55.6
Gujarat Region,1992,0.8,0,0,0,0.9,132.8
Gujarat Region,1993,0,1.7,0.1,0,0,133.2
Gujarat Region,1994,7.2,0,0,0.1,0,320.7
Gujarat Region,1995,2.2,0,0.2,0,0,8.5
Gujarat Region,1996,1,0,0,0,0,123.9
Gujarat Region,1997,0.7,0,0.2,3.3,3.6,355.3
Gujarat Region,1998,0,0.1,0,0,0,111.5
Gujarat Region,1999,0,2,0,0,7.4,158
Gujarat Region,2000,0,0.1,0,0,36.1,62.9
Gujarat Region,2001,6.1,0,0,0.2,2.1,216.9
Gujarat Region,2002,4.1,0,0.1,0,0,234.2
Gujarat Region,2003,0,6.1,0.1,0,0,209.3
Gujarat Region,2004,0,0,0,0,4.4,135.5
Gujarat Region,2005,0,0,0,0,0.3,367.3
Gujarat Region,2006,0,0,0.8,0,0.2,123.5
Gujarat Region,2007,0.1,0.4,0,0,0.3,94
Gujarat Region,2008,0,0,0,3.1,0.1,58.2
Gujarat Region,2009,0,0,0.3,0,0,17
Gujarat Region,2010,0.2,0,0,0,0,59.3
Gujarat Region,2011,0,0.2,0,0,0,16.3
Gujarat Region,2012,0.1,0,0,0,0,34.4
Gujarat Region,2013,0,0.9,0.1,4.6,0,155.7
Gujarat Region,2014,5.7,0.1,0.2,1,1.3,11.6
Gujarat Region,2015,1.8,0,6.1,5.5,0.9,120.7
Gujarat Region,2016,0,0,0.6,0,0.4,31.8
Gujarat Region,2017,0,0,0,0,0.2,137.7
Saurashtra & Kutch,1901,1.9,0,0.1,0.2,3.2,9.1
Saurashtra & Kutch,1902,0.1,0,0,0.5,1.1,14.4
Saurashtra & Kutch,1903,0.5,0,1.7,0,3.1,10.5
Saurashtra & Kutch,1904,1.4,5.8,17.5,0,0,9.5
Saurashtra & Kutch,1905,1.5,1,0.6,0.4,0,6.4
Saurashtra & Kutch,1906,0.9,28.2,0,0,0,126
Saurashtra & Kutch,1907,0,19.7,0,2.3,0.4,69
Saurashtra & Kutch,1908,3.6,0,0,0,0,30.2
Saurashtra & Kutch,1909,0.2,3.5,0,3.6,1,99.6
Saurashtra & Kutch,1910,0.3,0,0,0.4,0.5,163.8
Saurashtra & Kutch,1911,1.5,0,35.5,0,0.5,42.1
Saurashtra & Kutch,1912,0,0,0.7,0.5,0.3,62.6
Saurashtra & Kutch,1913,0,0,0.1,0,0.7,213.1
Saurashtra & Kutch,1914,0,9.8,0.4,0,4.9,161.3
Saurashtra & Kutch,1915,1.3,1.3,7.9,7.2,1.3,34.9
Saurashtra & Kutch,1916,0,0,0,0,2.7,21
Saurashtra & Kutch,1917,3.4,0.2,0,1.5,57,81.4
Saurashtra & Kutch,1918,0,0,0.6,0.6,3.8,9.9
Saurashtra & Kutch,1919,7.5,0,0,1.1,0.9,24.9
Saurashtra & Kutch,1920,12.5,4.5,0.3,0.2,20.7,237.7
Saurashtra & Kutch,1921,0,0,0,0,0,8.6
Saurashtra & Kutch,1922,0,0,0,1,0.1,40.7
Saurashtra & Kutch,1923,0,11.4,0,0.5,2.7,2
Saurashtra & Kutch,1924,0,0.1,0.1,0,6.7,41
Saurashtra & Kutch,1925,0,0,0,0,11.7,200.5
Saurashtra & Kutch,1926,6,0,0.3,2.2,22.1,9.9
Saurashtra & Kutch,1927,0,8.8,0.1,0,1.9,52.5
Saurashtra & Kutch,1928,0.6,0,0,0.2,0,4.8
Saurashtra & Kutch,1929,5.1,0,0,3.1,0.5,39.6
Saurashtra & Kutch,1930,4.8,0.5,0,0.1,1.8,124.1
Saurashtra & Kutch,1931,0.2,0.6,0,0.1,3.1,8.1
Saurashtra & Kutch,1932,0,0,0,0,0.3,16.1
Saurashtra & Kutch,1933,0,4.5,1.2,11.4,103.9,59.6
Saurashtra & Kutch,1934,0,0,0.6,0.1,0,161.6
Saurashtra & Kutch,1935,11.5,0,0,2.5,0,44.8
Saurashtra & Kutch,1936,0,3.2,0.4,0,0.2,114.4
Saurashtra & Kutch,1937,0,2.4,0,0,0,117.2
Saurashtra & Kutch,1938,0,0,0,0,10,141.4
Saurashtra & Kutch,1939,0,8.6,2.3,0,0,9
Saurashtra & Kutch,1940,7.2,6.4,6.5,0.1,1.7,111.6
Saurashtra & Kutch,1941,0.5,3.4,0,0.1,0.8,14.4
Saurashtra & Kutch,1942,1,21,0,0,6,13.2
Saurashtra & Kutch,1943,0.2,0,0,1.8,8.8,62.1
Saurashtra & Kutch,1944,0.9,0,2.1,0,4,70
Saurashtra & Kutch,1945,10,0,0,0.7,0.4,120.9
Saurashtra & Kutch,1946,0,0.4,0,0.9,3.2,137.1
Saurashtra & Kutch,1947,0,0,0,64.4,0,1.2
Saurashtra & Kutch,1948,8.2,0,0,0,0.4,13.4
Saurashtra & Kutch,1949,0,0.1,0,0,0.9,13.3
Saurashtra & Kutch,1950,0.2,0,0,0,0,3.1
Saurashtra & Kutch,1951,0,0,0.8,0.8,1.4,40
Saurashtra & Kutch,1952,0,0.3,0,0.1,1.7,79.1
Saurashtra & Kutch,1953,6.5,0.3,0.3,0,0,66.3
Saurashtra & Kutch,1954,1.9,1.1,3.5,0,0.4,47.6
Saurashtra & Kutch,1955,0,0,0.9,0,0.9,26.3
Saurashtra & Kutch,1956,0.3,0.2,0,0.2,1.2,81.3
Saurashtra & Kutch,1957,1.7,0,0.1,0.1,1.5,78.6
Saurashtra & Kutch,1958,0.9,0.5,0.3,3.3,0.5,43.5
Saurashtra & Kutch,1959,0.9,0,0,2.2,1.7,66.5
Saurashtra & Kutch,1960,0.1,0,0.5,0,5.9,122.4
Saurashtra & Kutch,1961,1,7,4.8,0,2,125.9
Saurashtra & Kutch,1962,0,0,0.7,0.7,2.8,24
Saurashtra & Kutch,1963,0.5,0,1,1.5,0.5,25
Saurashtra & Kutch,1964,0.2,0,0,0,1.6,105.5
Saurashtra & Kutch,1965,5.5,0,0,0.3,0.2,1.4
Saurashtra & Kutch,1966,0.2,0,0,0,0.2,74.7
Saurashtra & Kutch,1967,0,0,46.2,0.7,0.2,106.2
Saurashtra & Kutch,1968,1.1,1,0.9,0,0.6,11
Saurashtra & Kutch,1969,0,0.2,0,0,0,44.2
Saurashtra & Kutch,1970,0.1,0.1,0.4,0.2,7.6,70.2
Saurashtra & Kutch,1971,0.3,0,0,0.3,2,147.1
Saurashtra & Kutch,1972,0.1,3.4,0,0,0.3,87
Saurashtra & Kutch,1973,0.8,0.1,0,0,0.5,50.8
Saurashtra & Kutch,1974,0,0,0,0.2,10.3,16.1
Saurashtra & Kutch,1975,0.7,0,0,0,0,101.2
Saurashtra & Kutch,1976,1,0.1,1,0,0,103.7
Saurashtra & Kutch,1977,1,0,0,0,7.7,161
Saurashtra & Kutch,1978,0,0.7,0,2.5,0,157.4
Saurashtra & Kutch,1979,0,3.3,0,0,0.1,143.5
Saurashtra & Kutch,1980,0.3,0.2,0,0,0,321.8
Saurashtra & Kutch,1981,0.7,0,0,0,0.7,46
Saurashtra & Kutch,1982,0.1,0,0,0.3,20.5,5.2
Saurashtra & Kutch,1983,0.2,0.1,0,1.3,0.5,210.2
Saurashtra & Kutch,1984,0,0,0,0,0,57.7
Saurashtra & Kutch,1985,0,0,0,0,5.1,12
Saurashtra & Kutch,1986,0,0,0.2,0,2.2,167.8
Saurashtra & Kutch,1987,0,0,0.4,0,0.1,31.4
Saurashtra & Kutch,1988,0,0,0,1.1,0.1,12.7
Saurashtra & Kutch,1989,1.8,0,0.2,0,0,134.5
Saurashtra & Kutch,1990,0,2.3,0.4,0,5.9,32.9
Saurashtra & Kutch,1991,0,0,0,0,0,13.3
Saurashtra & Kutch,1992,1.8,0.2,0,0,0.1,45.1
Saurashtra & Kutch,1993,1.5,4.8,0,0,0,41.4
Saurashtra & Kutch,1994,1,0,0,0,0,99.4
Saurashtra & Kutch,1995,0,0,0.2,0,0,3
Saurashtra & Kutch,1996,0.4,0,0,0.1,0,137.1
Saurashtra & Kutch,1997,0.8,0,0.6,0.3,3,189.8
Saurashtra & Kutch,1998,0,0,0,0,0,109.1
Saurashtra & Kutch,1999,1.3,10.5,0,0,131.9,60.6
Saurashtra & Kutch,2000,0,0,0,0,2.9,5.4
Saurashtra & Kutch,2001,0,0,0,0.2,0.9,172.9
Saurashtra & Kutch,2002,0,0,0,0,0,166.4
Saurashtra & Kutch,2003,0,0.4,0,0,0,68.2
Saurashtra & Kutch,2004,0.2,0,0,0,13.6,95
Saurashtra & Kutch,2005,0,0,0,0.2,0.2,201.2
Saurashtra & Kutch,2006,0,0,1.9,0,0,66.2
Saurashtra & Kutch,2007,0,1.9,0.1,0,0.2,114.1
Saurashtra & Kutch,2008,0.1,0.1,0.1,0.5,0,96
Saurashtra & Kutch,2009,0,0,0,0,0,68.1
Saurashtra & Kutch,2010,0.1,0,0,0,0.1,71.1
Saurashtra & Kutch,2011,0,1.4,0,0,0,26
Saurashtra & Kutch,2012,0,0,0,0.2,0.1,22.4
Saurashtra & Kutch,2013,1.7,0.2,0.1,8.5,0.1,127.7
Saurashtra & Kutch,2014,0.3,0,0.1,0.5,2.1,17.3
Saurashtra & Kutch,2015,0.9,0,4.4,2.1,0.8,112.6
Saurashtra & Kutch,2016,0,0,0.3,0,1.1,31.3
Saurashtra & Kutch,2017,0.1,0,0,0,0.1,81.8
Konkan & Goa,1901,5.6,0.1,0.4,35.7,19.9,746.1
Konkan & Goa,1902,0.3,0,0,0.4,7.6,428.2
Konkan & Goa,1903,0,0,0.1,0,201.1,470.5
Konkan & Goa,1904,0,0.1,6.6,6.3,4.6,975.8
Konkan & Goa,1905,0.1,0.1,0,0.4,8.6,293.7
Konkan & Goa,1906,5,0.9,0,0,2.9,547.4
Konkan & Goa,1907,1.7,1,0,20.1,0,583.1
Konkan & Goa,1908,0.9,1.1,0,2.3,1,440
Konkan & Goa,1909,0.1,0,0.1,0.3,7.8,759.5
Konkan & Goa,1910,0,0,0.3,0,2.6,832.4
Konkan & Goa,1911,0.2,0,3.2,0,17.1,543.6
Konkan & Goa,1912,0,0,0,4.1,28.9,671
Konkan & Goa,1913,0,0,0,1.3,18.7,897.9
Konkan & Goa,1914,0,0.8,0,0.8,1.6,706.9
Konkan & Goa,1915,0,4.7,5.9,10.2,7.7,845.1
Konkan & Goa,1916,0,0,0,2.4,39.9,832.7
Konkan & Goa,1917,0,18.4,1.2,0.3,17.5,807.6
Konkan & Goa,1918,0.1,0,3.3,0.1,345.4,334.1
Konkan & Goa,1919,2.5,0,0,0,9.6,643.6
Konkan & Goa,1920,14,1.2,0,12,5.1,424.9
Konkan & Goa,1921,0.3,0,0.1,4.8,0,658.1
Konkan & Goa,1922,0,0,0,6.3,13.4,774.3
Konkan & Goa,1923,0,0.5,4.7,1.3,7.8,259.4
Konkan & Goa,1924,0,0,0.1,0.1,0.4,522.5
Konkan & Goa,1925,0.1,0,7.4,5.2,121,800.9
Konkan & Goa,1926,31.8,0,0,0,1.5,306.1
Konkan & Goa,1927,0,0.2,0.2,0,5.5,785.6
Konkan & Goa,1928,0,1.3,0.2,3.1,1.1,657
Konkan & Goa,1929,1,0,3.2,14.9,6.2,773.8
Konkan & Goa,1930,0,0.2,0.1,0.3,12.5,1024.9
Konkan & Goa,1931,0,0,0.1,1.7,1.8,344.9
Konkan & Goa,1932,0.5,0,0,2.9,45.9,435.3
Konkan & Goa,1933,0,0.1,1.6,15.3,129.2,816.5
Konkan & Goa,1934,0.7,0,0.3,2.7,0.7,1060.2
Konkan & Goa,1935,0.2,0.1,0,0,0,700.3
Konkan & Goa,1936,0,0,0.1,0.3,23.2,993.2
Konkan & Goa,1937,0,4,0.1,53.5,2.4,826.9
Konkan & Goa,1938,0,0.4,4,2.1,55.2,1118.1
Konkan & Goa,1939,0.2,0,0.4,5.8,0.1,509.6
Konkan & Goa,1940,4.8,6.1,2.8,1.9,7.9,668.3
Konkan & Goa,1941,17.1,0.2,0.1,1,5.1,602.7
Konkan & Goa,1942,0,0,0,3.3,2.6,987.6
Konkan & Goa,1943,3.6,0,0.1,0,200,788
Konkan & Goa,1944,0.1,0,0.7,0,17.5,542.5
Konkan & Goa,1945,8.8,0,0,0.9,1.1,733.2
Konkan & Goa,1946,0,0,0,14.4,30,787.9
Konkan & Goa,1947,4.9,0,5.8,67.3,7.5,398.3
Konkan & Goa,1948,10.5,0,0.2,2.3,7.2,599.3
Konkan & Goa,1949,0.2,0,0.1,1.3,128.9,442.2
Konkan & Goa,1950,0,0,0.2,0.2,21.3,364.1
Konkan & Goa,1951,0,0,2.5,9.8,22.7,730.4
Konkan & Goa,1952,0,0,0,2.8,23.5,729.4
Konkan & Goa,1953,0,0,0,15.4,0,910.3
Konkan & Goa,1954,0,2.4,3.5,7.2,3.9,581.5
Konkan & Goa,1955,0.2,0,2.2,11.6,34.2,779.2
Konkan & Goa,1956,0,0.3,0,5.8,176.4,780.2
Konkan & Goa,1957,0,0,0,1.7,30.6,593.8
Konkan & Goa,1958,0.2,0.1,0.2,9,34.8,1044.5
Konkan & Goa,1959,0,0,0,6,36.2,750.1
Konkan & Goa,1960,0,0,0,1.1,81,920.1
Konkan & Goa,1961,0,5.2,0,2.3,182.2,738
Konkan & Goa,1962,0.2,0,0.1,0.7,129.5,435.5
Konkan & Goa,1963,0,0.1,0.1,1.1,7.6,594.5
Konkan & Goa,1964,0,0,0,0.9,5.2,690.3
Konkan & Goa,1965,3.4,0,0,5.7,0.1,817.6
Konkan & Goa,1966,0,0,0,0.2,64.7,370
Konkan & Goa,1967,0,0,7.7,0.8,7.5,768.9
Konkan & Goa,1968,0,0.3,0.1,6,1.5,556.9
Konkan & Goa,1969,0,0,0,1.1,2.4,666.5
Konkan & Goa,1970,0,0,0,1.5,74.5,963.3
Konkan & Goa,1971,0,0,0,0.3,85.1,1011.9
Konkan & Goa,1972,0,0.1,0,0.6,10.7,662
Konkan & Goa,1973,0,0.4,0,0,3.1,455.9
Konkan & Goa,1974,0.7,0,0,6.8,73.9,508.2
Konkan & Goa,1975,0,0.1,0,1,13.6,856.9
Konkan & Goa,1976,0,0,1.6,0.4,4.5,635.1
Konkan & Goa,1977,0,0,0.8,1.3,10.3,583
Konkan & Goa,1978,0,0,0,8.3,86.6,946.2
Konkan & Goa,1979,0,0.7,0.1,0,0.3,653.1
Konkan & Goa,1980,0,0,0,3.5,2.9,877.7
Konkan & Goa,1981,0.6,0,0,0.1,4.2,773.9
Konkan & Goa,1982,0,0,0,0,14.5,558.4
Konkan & Goa,1983,0,0,0,0.3,0.4,655.3
Konkan & Goa,1984,0,0.2,0.1,0.9,0.3,728
Konkan & Goa,1985,0,0,0,0.4,23.3,1000
Konkan & Goa,1986,0,0,0,0.1,1,777.2
Konkan & Goa,1987,0,0,0,0.6,9,612
Konkan & Goa,1988,0,0,0,4.3,1.3,506.1
Konkan & Goa,1989,0,0,0.6,1,4,733.1
Konkan & Goa,1990,0,0,0.1,0,193.9,802.1
Konkan & Goa,1991,0,0,0,6.4,14.7,759.2
Konkan & Goa,1992,0,0,0,0,6.2,493
Konkan & Goa,1993,0,0,0.6,0.1,11.4,587.7
Konkan & Goa,1994,1.3,0,0,12.5,11.7,784.8
Konkan & Goa,1995,3.5,0,0,3.3,15.3,345.9
Konkan & Goa,1996,0.1,0,0,0.6,1.4,535.7
Konkan & Goa,1997,2.6,0,0.8,1.8,0.2,757.9
Konkan & Goa,1998,0,0,0,0,9.7,671.3
Konkan & Goa,1999,0,0,0,0,67.1,978.7
Konkan & Goa,2000,1.2,0,0,0.9,190.3,739.4
Konkan & Goa,2001,5.6,0,0,2.8,59.6,540.1
Konkan & Goa,2002,0,0,0.1,2.8,9.4,942
Konkan & Goa,2003,0.5,0.6,0.8,1.2,11.2,865.3
Konkan & Goa,2004,0,0,0,10.4,46.9,678.6
Konkan & Goa,2005,1.3,0.1,1.9,4,9.8,730.2
Konkan & Goa,2006,0,0,9.9,0,211.8,683.1
Konkan & Goa,2007,0,0,0.1,3.3,33.4,939.3
Konkan & Goa,2008,0,0.1,31.5,0.3,11.1,798.5
Konkan & Goa,2009,0,0,0.3,0.1,5.6,330.6
Konkan & Goa,2010,2.7,0,0,1.5,8.2,680.8
Konkan & Goa,2011,0,0,0,3.4,1.1,857
Konkan & Goa,2012,0,0,0,0.6,1.1,633
Konkan & Goa,2013,1.8,5.4,0.1,0.1,18.5,1028.3
Konkan & Goa,2014,1.3,5.3,1.8,0.7,21.3,238.2
Konkan & Goa,2015,2.7,0,36.8,3.6,11.3,764
Konkan & Goa,2016,0,0.1,2,0.3,2.1,806.5
Konkan & Goa,2017,0,0,0,0,47,840.4
Madhya Maharashtra,1901,18.8,0.6,7.7,36.6,30.4,107.7
Madhya Maharashtra,1902,7.8,0,0.1,5,9.8,102.6
Madhya Maharashtra,1903,7.6,0,0,3.2,77.2,86.3
Madhya Maharashtra,1904,0.4,4.7,1.7,3,18.7,114.6
Madhya Maharashtra,1905,0,1.2,0,2.3,23.6,65
Madhya Maharashtra,1906,10.5,0.8,0,0.1,9.3,184.8
Madhya Maharashtra,1907,0.5,3.7,1.5,54.5,0.6,118
Madhya Maharashtra,1908,0.3,0,4.7,6.3,5.8,85.1
Madhya Maharashtra,1909,1.2,0.1,0.7,1.4,38.5,179.6
Madhya Maharashtra,1910,0,0,1,0,13.1,204.6
Madhya Maharashtra,1911,2,0.1,2.2,0.2,12,136.9
Madhya Maharashtra,1912,0,0.4,0,9,20.9,88.3
Madhya Maharashtra,1913,0,0.2,0,8.4,34,259.9
Madhya Maharashtra,1914,0,0.4,0.3,3.7,15.2,188.3
Madhya Maharashtra,1915,8.6,6.6,13.9,21.9,12.1,195.2
Madhya Maharashtra,1916,0,0.2,0.4,4.9,55.2,144.8
Madhya Maharashtra,1917,0.1,20,4.8,7.7,15.6,174.3
Madhya Maharashtra,1918,5.1,0.6,2.6,1,90.5,51.7
Madhya Maharashtra,1919,3,0.5,1.2,2.7,38.2,173.5
Madhya Maharashtra,1920,41.5,0.2,0.1,9.7,8,120.7
Madhya Maharashtra,1921,1.6,0,0.3,9,1.1,105.8
Madhya Maharashtra,1922,18.3,2.6,0,16.7,27.4,161.7
Madhya Maharashtra,1923,1.9,1.7,32.7,8.7,10.5,30.7
Madhya Maharashtra,1924,2.1,0,2.8,19.7,4.6,80.3
Madhya Maharashtra,1925,0,0,3.1,1.5,38.9,177.7
Madhya Maharashtra,1926,34.3,0.6,0.1,0.2,11.2,85.9
Madhya Maharashtra,1927,0,1,0.9,4.6,9.3,184.9
Madhya Maharashtra,1928,0.1,10.3,3.7,8,0.3,143.3
Madhya Maharashtra,1929,1,6.4,2,37.1,6.4,155.9
Madhya Maharashtra,1930,0,0,0.7,3.2,29.8,178.1
Madhya Maharashtra,1931,0,0,0.6,14,2.9,109.7
Madhya Maharashtra,1932,0,0.5,8.6,22.3,27.3,67.3
Madhya Maharashtra,1933,1.4,0.5,3.4,8.5,76.5,182.3
Madhya Maharashtra,1934,3.7,0,1.9,7.3,8,138.2
Madhya Maharashtra,1935,2.5,0,0,3.7,1.4,149.6
Madhya Maharashtra,1936,1.3,6.2,4.3,3.8,21.1,169.2
Madhya Maharashtra,1937,0,2,2,47.7,4.7,146.7
Madhya Maharashtra,1938,0.6,1,23.5,12.2,50.4,239.9
Madhya Maharashtra,1939,0.2,0.2,4.1,6.3,1.1,127.6
Madhya Maharashtra,1940,1.3,1.8,0.5,16.5,15.8,191.3
Madhya Maharashtra,1941,28.2,8,1.8,5.4,4.2,96.1
Madhya Maharashtra,1942,0.2,2.5,0.2,6.7,10,213.3
Madhya Maharashtra,1943,4.1,0,1.5,3.5,63.4,150.5
Madhya Maharashtra,1944,0.8,0.7,10.3,0.1,21.4,132.2
Madhya Maharashtra,1945,4.2,0,0,9.8,5.2,125.6
Madhya Maharashtra,1946,0,2.9,0,22,34.3,138.4
Madhya Maharashtra,1947,18.7,1.4,4.4,31,19.6,63
Madhya Maharashtra,1948,16.9,0.7,4.3,7.6,8.9,191
Madhya Maharashtra,1949,0,0,2,4.8,58.4,102
Madhya Maharashtra,1950,0,0.2,1.5,5.9,23.2,59.5
Madhya Maharashtra,1951,0.1,0,0.5,9.3,29.5,150.1
Madhya Maharashtra,1952,0,1.9,0,8.9,18.9,131.2
Madhya Maharashtra,1953,1.2,0,0.1,24.5,2,186.3
Madhya Maharashtra,1954,2,0.4,16,6,15.8,158.5
Madhya Maharashtra,1955,3.2,0,6.8,12.2,25.8,140.9
Madhya Maharashtra,1956,1.5,0.2,1.1,11.3,91.2,111
Madhya Maharashtra,1957,0.1,0,4.8,20.9,36.9,177.8
Madhya Maharashtra,1958,1.6,0,5.4,23.6,32.9,101.9
Madhya Maharashtra,1959,2.4,0,0,16.8,39.3,174.7
Madhya Maharashtra,1960,3.6,0,3,5.1,61.3,146.4
Madhya Maharashtra,1961,0.3,0.1,0.5,9.8,104.2,163.5
Madhya Maharashtra,1962,0.2,0.1,6.7,12.9,57.2,46.8
Madhya Maharashtra,1963,0.8,4.3,14,12,23.3,138.6
Madhya Maharashtra,1964,0,0,4.1,6.2,7,139.8
Madhya Maharashtra,1965,5.8,0.2,0.3,10.2,12.3,82.9
Madhya Maharashtra,1966,1.9,0.5,1.4,2.1,81.5,83.8
Madhya Maharashtra,1967,0,0.1,4.7,13.3,7.8,130.4
Madhya Maharashtra,1968,1.6,3.6,9.4,11.2,2.5,95.4
Madhya Maharashtra,1969,0.2,0,1.4,5.8,4,140.1
Madhya Maharashtra,1970,1,0,0.6,17.9,39.1,195.4
Madhya Maharashtra,1971,0,0,0.1,3.8,43.3,155.6
Madhya Maharashtra,1972,0,0.2,0,4,13.8,90.4
Madhya Maharashtra,1973,0,3,1.8,3.2,10.1,124.7
Madhya Maharashtra,1974,0,0.1,2.5,14.6,60.9,77.5
Madhya Maharashtra,1975,0.4,1.1,0.1,1,15.4,165.6
Madhya Maharashtra,1976,0.1,0,6,3.4,3.3,283.6
Madhya Maharashtra,1977,0,0.1,7.1,9.9,31.3,209
Madhya Maharashtra,1978,0.7,10.8,4.6,22.2,33.1,174.2
Madhya Maharashtra,1979,3.5,1.8,5.3,1,7.1,129.7
Madhya Maharashtra,1980,0,0,1.5,16.1,8.6,279.2
Madhya Maharashtra,1981,10.5,0,3.7,6.8,7.7,135.9
Madhya Maharashtra,1982,2.1,0.2,0.2,6.3,33.8,114.6
Madhya Maharashtra,1983,0.1,1.4,0,0,2.8,125.3
Madhya Maharashtra,1984,0.6,11.2,3.7,4.6,0.6,109.6
Madhya Maharashtra,1985,2.6,0.2,2.3,9.1,12.3,118.7
Madhya Maharashtra,1986,1.6,2.7,0.3,2.4,8.6,200.8
Madhya Maharashtra,1987,1.7,3.9,2.5,4,36.6,130.3
Madhya Maharashtra,1988,0,0.1,0.1,18.8,7.6,111
Madhya Maharashtra,1989,0,0,16.3,3.3,11.8,153.5
Madhya Maharashtra,1990,2.6,0.2,0,0.2,78.2,150.5
Madhya Maharashtra,1991,0,0.1,0.3,12.2,19.2,293.8
Madhya Maharashtra,1992,0,0,0,2.1,5.1,146.9
Madhya Maharashtra,1993,0,0.1,3,5.7,11.5,147.6
Madhya Maharashtra,1994,3.1,0.1,0.6,21.8,23.8,253.2
Madhya Maharashtra,1995,20,0.2,5.4,6.7,24,63.6
