States/UTs,YEAR,JUL,AUG,SEP,OCT,NOV,DEC
Orissa,2015,294.8,264,237,24.7,6.2,15.6
Orissa,2016,280.3,320.8,266.2,93.5,10.4,0.5
Orissa,2017,349.7,301.7,192.2,161.1,30,4.8
Jharkhand,1901,269.4,415.1,248,37.3,11.5,0
Jharkhand,1902,456.1,204.9,306.6,17.6,5.9,3.2
Jharkhand,1903,206.1,280.8,190.2,210.1,0.5,0
Jharkhand,1904,494.1,336.1,125.6,30.6,2.3,0.4
Jharkhand,1905,420.3,293.7,322.8,21.3,0,2.7
Jharkhand,1906,355.6,251.6,185.4,96.8,7.1,1.1
Jharkhand,1907,230.4,469.4,200.2,1.7,0,24.8
Jharkhand,1908,326.2,368,171.6,25.5,0.1,0.1
Jharkhand,1909,319.9,360.3,267.8,23.4,0,13.3
Jharkhand,1910,268.6,334.5,244.7,84.2,9.4,0.3
Jharkhand,1911,164.2,410.3,303.5,100.5,39.7,0
Jharkhand,1912,361.7,347.6,108.7,34.3,51.2,0
Jharkhand,1913,321.3,383.8,164.3,73.8,18.3,16.3
Jharkhand,1914,354.4,337,159.5,16.7,0,6.2
Jharkhand,1915,270.2,220.5,214.7,60,39.9,0.1
Jharkhand,1916,224.9,303.2,231.5,253.2,13.8,0
Jharkhand,1917,359.5,372.8,251.2,277.1,1.2,0.5
Jharkhand,1918,149.7,406.7,175.9,1.7,0,0.5
Jharkhand,1919,331.8,398.2,215.7,87.4,3.4,0.1
Jharkhand,1920,660.2,321.6,184.7,6.3,0,0
Jharkhand,1921,325.2,391.5,182.8,22.8,0,0
Jharkhand,1922,404.7,365.9,250,58.8,9.2,0.9
Jharkhand,1923,398.4,552.5,124,46,18.2,0.6
Jharkhand,1924,431.8,269.6,323.6,75.1,103.1,0
Jharkhand,1925,428.3,314,172.5,63.5,7.7,0.5
Jharkhand,1926,466.5,391.2,309.6,44.6,2.9,21
Jharkhand,1927,452.5,311.6,156.4,51.4,15.8,0
Jharkhand,1928,396.7,213.7,131.7,183.3,0.1,4.4
Jharkhand,1929,541.7,412.2,124.6,236.4,0,52.5
Jharkhand,1930,506.8,361.4,222.8,44.5,121.1,4.4
Jharkhand,1931,357,355.2,201.2,112.7,33.4,0.8
Jharkhand,1932,374.1,297.8,221.1,50.2,55.5,0.9
Jharkhand,1933,366.8,397.3,209.6,74.5,4.1,5.5
Jharkhand,1934,324.2,341.4,230.5,55.9,12,3.9
Jharkhand,1935,295.8,435.6,200,1.6,0,0.5
Jharkhand,1936,378.9,346.2,356.8,135.2,11.4,10.1
Jharkhand,1937,363.2,300.8,276.2,129.6,0.4,0
Jharkhand,1938,269,344.1,200.4,45.1,1.9,0
Jharkhand,1939,367.3,378.2,257,139.8,1,1.6
Jharkhand,1940,339.6,387.3,130.1,41.2,0,24.6
Jharkhand,1941,357.2,365.3,196.3,164.7,34.6,0.1
Jharkhand,1942,482.3,433.3,356.2,25.9,5.8,1
Jharkhand,1943,452.1,488,245,80.1,0,0
Jharkhand,1944,368.5,428.3,149,112.5,4.3,0.3
Jharkhand,1945,276.6,293.1,277.2,144.6,3.2,1.2
Jharkhand,1946,329.4,345,253,135.6,34.6,0.1
Jharkhand,1947,291.1,302.8,253.5,106.2,2.3,14.3
Jharkhand,1948,386,318,207.3,96.9,89.9,0.2
Jharkhand,1949,364,384.7,215,66,0,1
Jharkhand,1950,389.6,389.6,173.1,21.1,11.9,3.7
Jharkhand,1951,259.1,267,186.1,69.2,9,0
Jharkhand,1952,357.7,355.7,237.9,89.7,1.4,1.4
Jharkhand,1953,440,416.2,314.5,23.4,19.3,0
Jharkhand,1954,272.2,267.4,257.8,35.3,0.6,7
Jharkhand,1955,347.1,240.5,155.4,96.9,14.8,0.1
Jharkhand,1956,301.6,344.6,312.9,140.9,14.3,7.9
Jharkhand,1957,498.7,293.2,283,18.2,0,0.2
Jharkhand,1958,336.1,263.3,267.2,111.3,0.7,0
Jharkhand,1959,332.6,305.8,363.9,272.8,0,0
Jharkhand,1960,310.1,432.7,274.6,44.8,0.6,0
Jharkhand,1961,296.3,358.2,317.2,155.3,1.6,4.6
Jharkhand,1962,251.5,265.5,213.5,55.8,0,8.9
Jharkhand,1963,301.6,249,241.3,228.6,11.2,0.2
Jharkhand,1964,306.4,262,214.4,71.5,3.9,0
Jharkhand,1965,354.6,215.9,206.2,39.2,0.3,0.9
Jharkhand,1966,174.1,263.4,87.9,35.8,15.9,8.1
Jharkhand,1967,283.5,450.8,268.5,19.8,1.1,12.3
Jharkhand,1968,351.5,420.5,97.2,71.2,0.5,3.7
Jharkhand,1969,299,337.4,209.4,25.1,20.9,0.1
Jharkhand,1970,300,252.8,380.7,67,1.5,0
Jharkhand,1971,503.1,526.1,237.5,104,6.7,0.1
Jharkhand,1972,248.5,352.7,175.1,54.4,21.6,0.4
Jharkhand,1973,224.3,294.6,365.4,245.1,13.7,0.6
Jharkhand,1974,334.9,331.7,235,76.6,0.3,1
Jharkhand,1975,477.6,339.2,224.3,102.5,0.1,0
Jharkhand,1976,297.5,263,394.5,9.3,3.2,3.5
Jharkhand,1977,458.3,316.4,184.8,50.3,27.3,21.8
Jharkhand,1978,252.8,341.1,376.5,114.3,7,12
Jharkhand,1979,286,174.9,134.2,36.1,18.7,11
Jharkhand,1980,350.7,281.2,232.1,73.8,0,2.3
Jharkhand,1981,355.3,226.4,189.5,6.1,3.1,13.4
Jharkhand,1982,180.8,358.7,118.1,52.7,15.7,1.8
Jharkhand,1983,280,240.6,308.8,110.7,0.2,14.7
Jharkhand,1984,350.4,387.3,155.8,50.2,0.1,0.1
Jharkhand,1985,338,312.6,216.6,153.7,0.5,0.9
Jharkhand,1986,352.2,212.9,188.5,128.2,31.1,37.9
Jharkhand,1987,410.8,371.1,299.1,19.7,31.4,5.4
Jharkhand,1988,273.5,276.1,127.8,38.7,2.6,1.6
Jharkhand,1989,285.6,258.9,219,39.6,8.6,19.7
Jharkhand,1990,430.7,230.8,226,128.1,14.2,0.3
Jharkhand,1991,252.9,384,274,29.4,1.9,34.2
Jharkhand,1992,295.7,265.2,148.5,22.5,1.6,0.3
Jharkhand,1993,214.4,245.9,372.4,49.6,16.2,0
Jharkhand,1994,451.6,360.7,162.8,118.9,2.7,0.1
Jharkhand,1995,312.3,301.5,395.9,37.5,84.7,20.1
Jharkhand,1996,274.1,384.3,133.6,23.9,0.1,0
Jharkhand,1997,400.5,431.6,199.6,54.3,39,36.6
Jharkhand,1998,302.4,263.2,288.6,132.3,26.3,0.7
Jharkhand,1999,416,373.1,315.8,140.6,3.3,0.2
Jharkhand,2000,358.4,152.8,356.9,19.1,0.4,0.2
Jharkhand,2001,354.6,219.4,132.8,115.5,0.2,0
Jharkhand,2002,186.8,277.4,253.4,55,1.3,0.8
Jharkhand,2003,247.5,245.1,224,255.5,6.2,7.4
Jharkhand,2004,200.7,327,211.5,128.1,0.1,1.6
Jharkhand,2005,266.4,214.5,141.5,83.1,1.3,6.1
Jharkhand,2006,447.1,337.2,298.7,24.6,7.4,0
Jharkhand,2007,430.4,353.6,324.7,39.6,7.6,0
Jharkhand,2008,377.9,310.5,152.9,34,1,0
Jharkhand,2009,266.6,248,248.8,82.2,4,0.5
Jharkhand,2010,170.2,155.1,160.5,55.1,4.7,20
Jharkhand,2011,181.8,403.2,324.6,23.3,0,0.1
Jharkhand,2012,287.2,282.4,217.6,37.8,48.6,7.6
Jharkhand,2013,211.1,278.1,173.8,281.1,0,0
Jharkhand,2014,321.3,290.9,178.2,44.9,0,1.2
Jharkhand,2015,429.7,240.7,85.1,22.7,0.2,2.7
Jharkhand,2016,301,395.6,287.5,45.6,0,0
Jharkhand,2017,492.1,246,134,103.4,2.3,0.2
Bihar,1901,245.9,319.4,155.1,8.3,7.3,0.1
Bihar,1902,361,225.5,358.7,28.5,1.1,0
Bihar,1903,115,342.6,173.9,147,0.1,0
Bihar,1904,394.4,351.3,84.4,98.1,10.6,3.8
Bihar,1905,409.1,495.3,353.9,11.6,0,0.6
Bihar,1906,366.2,430.1,118.7,32.9,0.4,0
Bihar,1907,282.4,242.2,206.9,4.8,0,2.1
Bihar,1908,202.3,167.3,149.9,25.4,0,0.3
Bihar,1909,256.2,352.4,175.4,43.1,0,5.6
Bihar,1910,365.1,328.8,258.5,73.8,21.7,0
Bihar,1911,199,425.5,279.1,122.8,17.8,0
Bihar,1912,362.4,302.9,104.7,14,72.6,0
Bihar,1913,258.8,363,270.3,61,0.5,32.8
Bihar,1914,269.1,460.4,98.4,10.1,0,0.6
Bihar,1915,321.3,415,185.1,75.3,36.7,0.3
Bihar,1916,445.6,325.2,265.2,130.1,0.4,0
Bihar,1917,328.7,249.3,272.1,116.5,0,0.2
Bihar,1918,240.3,519.2,254.4,8.6,0.1,0
Bihar,1919,417.8,230.1,244.8,58.6,0,0.7
Bihar,1920,361.6,228.5,337.6,5.6,0,0
Bihar,1921,303.8,422,295.8,37,0,0
Bihar,1922,427.3,363.5,241.3,15.7,0.7,6.5
Bihar,1923,253.9,243.2,148.9,74.4,0.7,0.4
Bihar,1924,514,295.7,320.3,53.1,61.7,0.2
Bihar,1925,322.9,331.5,269.4,17.6,11,0
Bihar,1926,451.5,276,211.6,17.6,1.8,8.7
Bihar,1927,301.5,242.7,231.4,21.5,38.6,0.2
Bihar,1928,377.2,272.9,83.3,164.3,0.9,7.6
Bihar,1929,328.8,326.3,124.7,231.4,0,44.4
Bihar,1930,298.2,247.8,290.9,30.4,24,10.4
Bihar,1931,441.3,218.8,248.2,76.1,11.2,0.7
Bihar,1932,164.3,249.3,191.2,32.4,78.7,8.9
Bihar,1933,377.3,377.8,167.8,77.6,0.3,0.3
Bihar,1934,432.6,251.3,231.2,55.2,9.8,2.8
Bihar,1935,193.8,481.7,370.3,2.6,0.1,0.1
Bihar,1936,462.2,261.5,449.2,88.8,0.4,10.3
Bihar,1937,217.9,441.8,179.3,194.6,0.3,1.1
Bihar,1938,362.1,385.1,201.4,27.1,0.8,0
Bihar,1939,315,277.1,262,56.9,0,0
Bihar,1940,317.6,314.9,171.6,4.9,0,17.5
Bihar,1941,248.8,466,190.2,47.8,1.1,0
Bihar,1942,253.5,330.4,347.2,7,0,0.9
Bihar,1943,296,322.1,215.4,37,0,0
Bihar,1944,253.5,322.8,221.3,48.5,0.2,0.8
Bihar,1945,226.9,265.6,305.5,154.8,0,3.2
Bihar,1946,354.7,267.8,271.8,148.7,14.9,0
Bihar,1947,394.4,244.6,215.3,61.5,0.1,0.3
Bihar,1948,409,329.8,248.9,81,36.2,0
Bihar,1949,341.7,386.5,217.9,103.4,1.1,0
Bihar,1950,257,313.3,113.4,3,0.1,2.1
Bihar,1951,307.8,204.5,114.3,28.7,4.7,0.1
Bihar,1952,212.5,291.9,297.7,15.4,3.4,0.4
Bihar,1953,431.8,263.3,342.2,18.4,0.9,0.8
Bihar,1954,366.1,308.6,129.5,15.1,0.2,1.3
Bihar,1955,505.7,268.7,192.2,35.7,0.3,0.1
Bihar,1956,200.6,286.3,359.8,168.8,36,8.1
Bihar,1957,334.5,295.8,115.2,11.6,0,2.7
Bihar,1958,222.8,451.1,224.2,81.5,0.7,0.6
Bihar,1959,245.8,264.2,157.1,233.8,0,0.1
Bihar,1960,357.4,285.5,348.1,37.9,2,0
Bihar,1961,211.6,317.5,157.5,236,0.8,10.1
Bihar,1962,244.3,395.4,216.3,72.5,0,3.2
Bihar,1963,375.4,273.5,255.7,138.7,17.8,0.2
Bihar,1964,453.6,157.7,219,66.3,2.7,0
Bihar,1965,302.2,328.3,215,22.2,1.8,2.4
Bihar,1966,155.5,308.3,83.1,18.3,17.1,1.6
Bihar,1967,278.2,282.1,253.8,10.3,0.1,1.5
Bihar,1968,329.6,293.1,79.2,113.3,0,4.9
Bihar,1969,348.4,379.4,219.1,15.3,23.6,0.3
Bihar,1970,284.2,235.6,229.5,34.5,0.4,0
Bihar,1971,307,367.9,129.2,138.6,1.9,0
Bihar,1972,163.4,154.9,209.7,48.4,24.6,0
Bihar,1973,185.1,258.9,271.4,158.2,8.3,0
Bihar,1974,451.6,317.5,229.2,28,0.3,3.7
Bihar,1975,403.1,155.2,245.3,51.7,0,0
Bihar,1976,221,292.8,372.6,22.4,0.7,0.5
Bihar,1977,375.5,266,121,147.1,8.1,17.3
Bihar,1978,313.6,252.6,248.6,142.8,4.8,3.7
Bihar,1979,435.5,166.1,113,88.5,25.2,10.3
Bihar,1980,389.9,375.3,190.5,29.5,0.2,1
Bihar,1981,580.1,311.3,168.8,1,6.1,3.9
Bihar,1982,227.2,164.5,170.5,42.1,21.5,1
Bihar,1983,353.8,195.8,220.6,69.9,0,14.1
Bihar,1984,476.4,216.9,219,15.4,1.5,3
Bihar,1985,481.5,238,289,188,1.2,7.1
Bihar,1986,395.7,263.5,221.1,124.2,1.3,22.1
Bihar,1987,452,539.8,379.7,52.8,2.7,2.3
Bihar,1988,364.5,459.4,153.2,33.7,1.5,13.8
Bihar,1989,446,171.9,330.9,28.2,1,14
Bihar,1990,485.5,204.4,201.2,49.7,0,0.2
Bihar,1991,179.7,324.2,270.5,7.2,0,19.2
Bihar,1992,284.8,219.2,85.9,52.4,1.4,0.4
Bihar,1993,209.1,357.3,320,34.3,19.3,0.1
Bihar,1994,217.7,257.6,226.5,32.9,4.4,1.2
Bihar,1995,227.5,335.7,279.1,11.4,44.4,23.8
Bihar,1996,238.5,350.9,162.5,66.2,0,0
Bihar,1997,463.9,287.6,185.8,27.8,11,30.6
Bihar,1998,465.1,377.4,188,83,14.5,0
Bihar,1999,380.8,347.5,199.6,114.1,6.9,0.6
Bihar,2000,264.3,201.4,314.8,9.6,0,0.1
Bihar,2001,224.7,225.9,274.8,181.3,0.5,0
Bihar,2002,386.1,247.7,192.8,33.8,1.4,0.7
Bihar,2003,356.8,310.6,183.9,142,0.2,3
Bihar,2004,418.4,175.9,115.3,56.4,3.1,0
Bihar,2005,300,309.1,105.1,34.3,0,0.2
Bihar,2006,290.7,160.4,285.2,17.6,2.9,1.6
Bihar,2007,549.4,340.6,309,39.6,9.1,7.5
Bihar,2008,397.2,278.1,117.1,21.4,0.1,0
Bihar,2009,213.6,298.9,127.6,72.6,5.1,0.8
Bihar,2010,191.2,158.4,105.7,33.6,5,2.1
Bihar,2011,241.1,278.7,234.1,10,2,0.9
Bihar,2012,354,240.4,233.8,34.3,6.4,0
Bihar,2013,182,213.6,143.3,197.1,0.4,0
Bihar,2014,265.4,307.6,160.3,47.8,0,1.2
Bihar,2015,231.5,287,101.7,10.4,0,0
Bihar,2016,356.4,150.8,357.9,60.8,0,0
Bihar,2017,379.9,342.8,129.6,50.1,0,0
East Uttar Pradesh,1901,226.5,285.6,215.4,4.9,0.1,2.1
East Uttar Pradesh,1902,411.5,155.4,257.2,13.2,1.2,0
East Uttar Pradesh,1903,115.3,420.2,258.7,324.7,0,0
East Uttar Pradesh,1904,359.4,328.8,95,50.6,17,26.3
East Uttar Pradesh,1905,302.4,316.2,169.5,3.3,0,1.6
East Uttar Pradesh,1906,341.2,290.9,135.5,5.1,0,0.1
East Uttar Pradesh,1907,173.5,290.9,25.7,0,0,0.1
East Uttar Pradesh,1908,230.5,304,86.1,11.9,0,0.3
East Uttar Pradesh,1909,399,206.9,135.3,9,0,20.5
East Uttar Pradesh,1910,231.1,341.4,213.5,103,28,0.2
East Uttar Pradesh,1911,85.9,320.7,373.4,99.4,37.1,0.1
East Uttar Pradesh,1912,336.5,279.1,117.6,0.7,30.2,0.5
East Uttar Pradesh,1913,222,200,95.7,15.5,0,14.5
East Uttar Pradesh,1914,407.7,346.1,92.1,2.6,0.1,0.2
East Uttar Pradesh,1915,285.4,417.2,387.4,98.6,1.9,1.9
East Uttar Pradesh,1916,314.8,351.2,197.4,55.5,5.1,0
East Uttar Pradesh,1917,356.7,230,302.2,55.4,0,4.6
East Uttar Pradesh,1918,110.4,261.6,104,0.1,1.1,0.9
East Uttar Pradesh,1919,347.4,237.4,228.9,59.1,0.1,4.4
East Uttar Pradesh,1920,468.4,161.4,98.2,3.1,0,0
East Uttar Pradesh,1921,203.6,460.7,218.2,11.1,0,1
East Uttar Pradesh,1922,436.8,438.1,299.1,3.1,0.6,15.5
East Uttar Pradesh,1923,276.6,340.5,261.7,93.2,1,16.2
East Uttar Pradesh,1924,500.9,239.9,266.3,29.2,11.1,8.3
East Uttar Pradesh,1925,443.9,236.3,233.1,6,10.9,0
East Uttar Pradesh,1926,365.5,259.8,225.2,26.8,0.5,1.5
East Uttar Pradesh,1927,280.5,306.3,151.8,73.4,72.9,3.9
East Uttar Pradesh,1928,290.8,112.1,65.2,68.6,0.3,15.1
East Uttar Pradesh,1929,286.7,354.6,48.5,53.3,0,43
East Uttar Pradesh,1930,367,265,284.8,38.6,3.5,13.4
East Uttar Pradesh,1931,297,240.2,332,102.3,0.2,0.1
East Uttar Pradesh,1932,170.1,287.4,125.7,16.8,29.5,2.9
East Uttar Pradesh,1933,223.7,247.3,158.1,100.5,0,0
East Uttar Pradesh,1934,360.7,257.3,236.4,9.5,1.5,3.9
East Uttar Pradesh,1935,259,325.3,198.1,0,0,14.6
East Uttar Pradesh,1936,598.8,354.2,252.5,28.4,3.3,18.4
East Uttar Pradesh,1937,313.5,363.9,102.2,70.5,0.1,3.3
East Uttar Pradesh,1938,376.8,378.9,224.2,33.1,0.3,0
East Uttar Pradesh,1939,284.4,227.6,222.6,20.7,0,0
East Uttar Pradesh,1940,256.7,315.2,121,5.9,0,25.8
East Uttar Pradesh,1941,142.8,297.5,171,4,0.2,0
East Uttar Pradesh,1942,277.8,312.4,203,0.2,0,6.2
East Uttar Pradesh,1943,231.3,444.4,266.5,15.4,0,0
East Uttar Pradesh,1944,278.4,304.7,178.5,47.5,0,3.2
East Uttar Pradesh,1945,239.3,211.5,267.9,108.9,0,5.7
East Uttar Pradesh,1946,395.5,219.5,142.6,92.5,10.5,2
East Uttar Pradesh,1947,419.4,229.5,189,27.7,0,1.6
East Uttar Pradesh,1948,420.4,391.7,275.5,66.8,15.1,0
East Uttar Pradesh,1949,287.8,352.4,272.4,86.7,0.5,0
East Uttar Pradesh,1950,250.9,366.8,91.2,3.3,0.1,25.1
East Uttar Pradesh,1951,139.2,247.4,168.3,12.7,2,0.1
East Uttar Pradesh,1952,161.9,350.1,110.8,4.4,0,2.6
East Uttar Pradesh,1953,497.5,323.7,243.6,3.6,0,1.7
East Uttar Pradesh,1954,309.9,300.4,186.5,33.6,0,0.2
East Uttar Pradesh,1955,529.9,310.8,230.7,99.1,0,0.1
East Uttar Pradesh,1956,220.3,281.1,292.3,167.2,38.9,8.7
East Uttar Pradesh,1957,367.3,293.5,163.3,5.1,0.1,5.4
East Uttar Pradesh,1958,247.3,388.5,184.4,111.9,0,2.9
East Uttar Pradesh,1959,234.1,274.6,85.9,125.9,2,0
East Uttar Pradesh,1960,411,317.2,174.5,136.7,0.6,0
East Uttar Pradesh,1961,285.1,407,154.8,203.5,0.6,11.9
East Uttar Pradesh,1962,226.3,428.1,265.4,2.3,0,5.4
East Uttar Pradesh,1963,320.8,339.9,146.1,24.9,8,1.7
East Uttar Pradesh,1964,398.7,179.9,292.2,18.3,0.8,8.5
East Uttar Pradesh,1965,204.5,213.6,161.7,47.9,0.5,1.2
East Uttar Pradesh,1966,149.3,274.3,23.1,15,18.3,11.1
East Uttar Pradesh,1967,264.7,443.3,155.9,2.7,0.7,31
East Uttar Pradesh,1968,311.3,251.1,104.1,32.9,0,2.3
East Uttar Pradesh,1969,370.1,322.2,200.5,6.8,13.3,0
East Uttar Pradesh,1970,197.9,226.1,365.5,51.2,0.1,0
East Uttar Pradesh,1971,295.3,386.7,221.8,75.8,0.5,0
East Uttar Pradesh,1972,185.8,208.3,167.8,24.6,14.8,0.4
East Uttar Pradesh,1973,245.1,257.8,174.5,109.7,0.1,0.1
East Uttar Pradesh,1974,375.6,257.4,126.6,38.2,1.5,13.7
East Uttar Pradesh,1975,405.9,312.5,188.9,40.3,0,0
East Uttar Pradesh,1976,254,309.3,254.8,4.8,0.3,0.1
East Uttar Pradesh,1977,397.2,193.5,128.5,66.4,0.7,15.1
East Uttar Pradesh,1978,327.2,262.6,219.1,12.2,1.6,3.9
East Uttar Pradesh,1979,320.6,118.1,31.6,18.5,33.6,9.6
East Uttar Pradesh,1980,553.1,449.7,269.8,19.8,0.2,10.7
East Uttar Pradesh,1981,436,216.8,293,1.4,10.9,3.1
East Uttar Pradesh,1982,215.2,316.6,281.9,10.4,20.5,5
East Uttar Pradesh,1983,271,242.5,364.2,110.4,0,19.6
East Uttar Pradesh,1984,329.7,203.7,164.1,18.5,0,4.7
East Uttar Pradesh,1985,351.8,215.7,333.3,158.3,0,13.2
East Uttar Pradesh,1986,301,245.3,121.2,31.6,1,42.5
East Uttar Pradesh,1987,215.9,167.6,289.5,78.7,0,3.5
East Uttar Pradesh,1988,375.4,365,102.3,54.7,0,18.5
East Uttar Pradesh,1989,370.7,194.7,207.4,7.9,1.8,13.6
East Uttar Pradesh,1990,488.8,212.2,153.9,12,0,7.4
East Uttar Pradesh,1991,123,395.9,201.6,0.2,2.7,18.3
East Uttar Pradesh,1992,243.3,233.2,191.1,103.9,7.3,0
East Uttar Pradesh,1993,142.6,206.6,240.7,7.8,0.5,0.3
East Uttar Pradesh,1994,230.8,300.1,177.5,10,0.3,0
East Uttar Pradesh,1995,173,290.4,187.2,2.4,16.7,8.4
East Uttar Pradesh,1996,201,337.9,147.1,79.8,0,0
East Uttar Pradesh,1997,291.3,41.5,32.1,8.1,4.1,10.8
East Uttar Pradesh,1998,218.3,247,63.8,14.5,3,0
East Uttar Pradesh,1999,254.2,261.5,211.1,71,1,2
East Uttar Pradesh,2000,240.9,204.7,222.7,1.3,18.1,0.2
East Uttar Pradesh,2001,294,185.9,152.1,75.3,2.8,0
East Uttar Pradesh,2002,101.7,212.1,226.7,20.6,1.4,2.7
East Uttar Pradesh,2003,255.2,301.4,333.8,7.6,0,9.3
East Uttar Pradesh,2004,219.5,147.6,126.5,33,0.1,0.1
East Uttar Pradesh,2005,290.3,227.3,119.7,25.2,0,2.9
East Uttar Pradesh,2006,269.1,146.7,51.5,9.1,1.2,1.5
East Uttar Pradesh,2007,265.2,180.4,111.5,14.6,0,1.1
East Uttar Pradesh,2008,341.6,239.6,112.7,10.3,0.6,0
East Uttar Pradesh,2009,149.4,177,139.6,80.9,4.9,3
East Uttar Pradesh,2010,220.8,215.9,184.5,15.5,4.5,0.1
East Uttar Pradesh,2011,197.9,232.1,146.4,0.6,0,0
East Uttar Pradesh,2012,234.2,156,164.4,0.7,0.3,0.7
East Uttar Pradesh,2013,230,246.1,78.2,97.4,0.5,1.1
East Uttar Pradesh,2014,224.5,138.1,106.7,74.7,0,8.4
East Uttar Pradesh,2015,179,175.8,21.9,11.8,0.5,4.9
East Uttar Pradesh,2016,338.1,224.4,150.7,25.9,0,0
East Uttar Pradesh,2017,328.9,185.1,85.2,3,0,0
West Uttar Pradesh,1901,201.9,374.3,67.7,7.6,0,7.9
West Uttar Pradesh,1902,325.9,180.6,143.1,9.6,0.9,0.2
West Uttar Pradesh,1903,145.4,279.1,150.4,177.3,0,0.4
West Uttar Pradesh,1904,358.8,311.1,97.1,2.7,15.7,28.2
West Uttar Pradesh,1905,139.8,95,92.2,0.2,0,2.9
West Uttar Pradesh,1906,240.5,172.6,260.6,1.1,0,5.7
West Uttar Pradesh,1907,176.5,263.9,0.5,0,0,0
West Uttar Pradesh,1908,325.2,409.1,35.8,0.2,0.7,1.3
West Uttar Pradesh,1909,350.6,155.1,106.8,1.1,0,31.4
West Uttar Pradesh,1910,120.3,274.5,205.4,149.5,9.1,0.4
West Uttar Pradesh,1911,57.4,135.6,346.2,17.2,38.9,0.6
West Uttar Pradesh,1912,238.1,224.8,254.8,0.1,9.5,1.4
West Uttar Pradesh,1913,123.7,101.2,19.7,0.9,0.7,6.4
West Uttar Pradesh,1914,335.2,195.6,212.8,11.3,5.5,0
West Uttar Pradesh,1915,196,241.3,136,18.4,0,1.8
West Uttar Pradesh,1916,299.7,356.9,230.5,48.9,7.4,0
West Uttar Pradesh,1917,298.1,235.5,288.9,80.1,0,3.5
West Uttar Pradesh,1918,72.9,161,20.3,0.2,4.1,0.6
West Uttar Pradesh,1919,311.4,381.6,129.6,12.1,3.7,14.7
West Uttar Pradesh,1920,332.4,88.2,28.1,1.8,0,0
West Uttar Pradesh,1921,164.5,384.6,232.7,12.6,0,0.3
West Uttar Pradesh,1922,326.3,336.9,190.7,2.9,0.9,20.4
West Uttar Pradesh,1923,209.8,350.4,204.1,39.7,1.4,36.4
West Uttar Pradesh,1924,308.8,256.6,354.7,41.7,1.6,23.4
West Uttar Pradesh,1925,403.3,227,58.5,5.3,19.8,0
West Uttar Pradesh,1926,282.3,312.4,168.2,22.2,1.3,0.4
West Uttar Pradesh,1927,252.6,316,66.7,104.4,42,13.4
West Uttar Pradesh,1928,262.4,85.1,33.7,43.2,8.6,18.9
West Uttar Pradesh,1929,210.7,234.7,32.7,18.4,0.8,32.2
West Uttar Pradesh,1930,369.6,219.7,50.4,30.9,0.2,4
West Uttar Pradesh,1931,217,224.3,349.5,84,0.2,0.2
West Uttar Pradesh,1932,175.3,178.7,286.7,0.1,8.6,7.9
West Uttar Pradesh,1933,205.5,224,199.6,85.9,1,1.4
West Uttar Pradesh,1934,217.2,343.3,144.1,1,0.8,11.1
West Uttar Pradesh,1935,321.4,170.9,174.6,2.3,2.9,26.5
West Uttar Pradesh,1936,353.9,284.1,194.1,1.5,12.9,28.6
West Uttar Pradesh,1937,211.8,164.8,131.7,2.2,0.9,10.7
West Uttar Pradesh,1938,273.6,182.2,42.6,18.5,0.5,0
West Uttar Pradesh,1939,235.5,101.7,211.5,3.2,0,0
West Uttar Pradesh,1940,232.4,348.7,53.9,1.5,0.2,15.8
West Uttar Pradesh,1941,56.2,221.6,83,4.4,0,2
West Uttar Pradesh,1942,362.4,320.1,193.9,0,0,13.7
West Uttar Pradesh,1943,186.6,379.5,149.8,4.5,0,0.1
West Uttar Pradesh,1944,255.4,183.2,87.1,21,0.6,1.2
West Uttar Pradesh,1945,309.5,260,278.8,41.6,0,0.1
West Uttar Pradesh,1946,378.2,277.6,40,31.5,18.2,6.7
West Uttar Pradesh,1947,237.3,197.8,263.6,11.1,0,7.4
West Uttar Pradesh,1948,310.3,422.8,179.7,22.5,9.6,0.5
West Uttar Pradesh,1949,339,267.7,207.8,21.3,0,0.1
West Uttar Pradesh,1950,265.9,311.2,138.4,0.2,0,14.8
West Uttar Pradesh,1951,141,253.4,199.9,6.5,18.7,0
West Uttar Pradesh,1952,198.8,379.1,36.2,2.3,0.1,7.3
West Uttar Pradesh,1953,366.8,192.8,85.1,1.1,0,0.5
West Uttar Pradesh,1954,232.5,222.7,169,99.9,0,0
West Uttar Pradesh,1955,199.4,295.2,216.2,193.7,0,0
West Uttar Pradesh,1956,334.7,289.8,96.8,206.5,4.5,2.6
West Uttar Pradesh,1957,282.3,271.1,278.9,18.2,3.2,12.3
West Uttar Pradesh,1958,397.1,327.3,246.7,122.4,0.2,9.4
West Uttar Pradesh,1959,203.5,281.1,106.8,50.2,16.5,0
West Uttar Pradesh,1960,334.9,391.9,94.7,187.7,0,1.9
West Uttar Pradesh,1961,302.5,467.5,113.5,141.4,1.9,10.5
West Uttar Pradesh,1962,221.2,238,214.6,0.1,1.6,6.1
West Uttar Pradesh,1963,165.4,361.4,279.5,0.3,10.9,4.3
West Uttar Pradesh,1964,416.3,246.7,261,1.6,0.2,11.6
West Uttar Pradesh,1965,215.4,219.4,148.4,25.3,0,0.7
West Uttar Pradesh,1966,146.5,356.5,49.3,9.3,7.8,2.9
West Uttar Pradesh,1967,263.6,509.6,223.5,4.8,2.1,61.6
