States/UTs,YEAR,JUL,AUG,SEP,OCT,NOV,DEC
West Uttar Pradesh,1968,319.3,205,64.7,15.6,0,1.5
West Uttar Pradesh,1969,311.4,262.4,231.2,0.4,15.4,0
West Uttar Pradesh,1970,133.6,316.3,160.8,16.9,0,0
West Uttar Pradesh,1971,284.6,280.5,125.7,84.3,6.2,0
West Uttar Pradesh,1972,165.9,211.5,119,7.5,9.4,1.6
West Uttar Pradesh,1973,263.5,292,87.1,51,0.1,1.7
West Uttar Pradesh,1974,356.6,191.5,27.6,39.1,0,18.6
West Uttar Pradesh,1975,273.1,245.6,256.9,22.6,0,0
West Uttar Pradesh,1976,228.8,246.1,75.2,2.6,0.6,0.3
West Uttar Pradesh,1977,440.6,192.3,176.1,27.8,0.3,17.2
West Uttar Pradesh,1978,279.7,397,244.9,3.5,2.7,6.2
West Uttar Pradesh,1979,240.8,69.7,26.6,1.7,18.6,7.4
West Uttar Pradesh,1980,349.4,364.4,99.3,16.1,1.4,18.1
West Uttar Pradesh,1981,314.5,131.4,101.9,3.1,20.6,4.2
West Uttar Pradesh,1982,231.1,403.4,81.8,8.7,14.4,11.6
West Uttar Pradesh,1983,306.7,385.5,212.6,50.7,0,14
West Uttar Pradesh,1984,200.2,268.3,116.6,0.4,0,0.7
West Uttar Pradesh,1985,305.5,221.8,204.4,143.8,0,15.2
West Uttar Pradesh,1986,202.6,181,105.5,15.1,2.1,13
West Uttar Pradesh,1987,105,124.2,92.4,30.8,0,7.3
West Uttar Pradesh,1988,318,412.7,139.6,14.9,0,9.1
West Uttar Pradesh,1989,132.1,222,153.6,0.4,4.1,14
West Uttar Pradesh,1990,334.2,195.9,250.4,3.7,3.5,17.4
West Uttar Pradesh,1991,108.6,406.2,124.7,0,7.9,21.7
West Uttar Pradesh,1992,196.9,306.1,179.4,67.4,8.9,0
West Uttar Pradesh,1993,156.6,136.9,326.8,15.1,0.1,0
West Uttar Pradesh,1994,364.3,290.2,19.7,0,0,0.1
West Uttar Pradesh,1995,188.3,389.2,122.1,0.1,0.2,1.9
West Uttar Pradesh,1996,210.3,350.4,170.7,36.2,0,0
West Uttar Pradesh,1997,235.7,34.6,24,7.5,3.2,11.4
West Uttar Pradesh,1998,273.4,343.7,84.2,39.6,0.7,0
West Uttar Pradesh,1999,215.1,180.5,261.6,33.4,0.1,0.7
West Uttar Pradesh,2000,251.2,238.9,79.1,0,0,0
West Uttar Pradesh,2001,282,122.1,26.7,16.3,1.1,0.1
West Uttar Pradesh,2002,29.6,252.3,218.1,6.7,0.4,10.5
West Uttar Pradesh,2003,315.6,214.2,356.6,0.7,0.8,13.6
West Uttar Pradesh,2004,124.2,250.5,84,60.5,0.7,0.2
West Uttar Pradesh,2005,298.2,96,202.5,2.5,0,0.6
West Uttar Pradesh,2006,241.6,78.1,65.7,16.7,0.7,1
West Uttar Pradesh,2007,155.1,152.2,57,1.8,0,1.4
West Uttar Pradesh,2008,258.5,217.4,90.9,5.1,4,0
West Uttar Pradesh,2009,118.3,184.5,125.4,59.3,13.9,2.8
West Uttar Pradesh,2010,282,213.8,263.9,4.7,12.8,4.1
West Uttar Pradesh,2011,215.9,232.3,101.7,0.7,0.5,1.5
West Uttar Pradesh,2012,145.1,149.1,67.8,0.5,0.1,2
West Uttar Pradesh,2013,233.9,287.1,52.2,61.2,1.7,8.9
West Uttar Pradesh,2014,151.6,81,84.7,14.6,0,16.3
West Uttar Pradesh,2015,194.2,143.5,26.5,6.9,2,3
West Uttar Pradesh,2016,352.5,182.9,44.7,9.6,0,0
West Uttar Pradesh,2017,181,129.8,140.7,0.6,0,1.6
Uttarakhand,1901,381.1,612.3,167.1,16.3,0,24.9
Uttarakhand,1902,444.1,327.5,220.4,31.9,2.1,0
Uttarakhand,1903,251.6,442.7,249.3,57.5,0,11.3
Uttarakhand,1904,449.6,417.2,174.1,6.3,35.6,31
Uttarakhand,1905,299.9,349.5,129.5,0,1,18.5
Uttarakhand,1906,363.9,440.9,232.2,11.6,0.4,13.8
Uttarakhand,1907,342.3,323.8,28.2,0.4,0,0.1
Uttarakhand,1908,411.4,423.5,56.2,2.5,2.6,6.6
Uttarakhand,1909,565.8,464.2,94.4,8,0.7,69.5
Uttarakhand,1910,505.6,526.8,253.9,264.6,8.4,7.4
Uttarakhand,1911,149.3,381.9,266.4,19.7,75.7,0
Uttarakhand,1912,333.5,423.2,259.3,2.2,26.9,12.3
Uttarakhand,1913,261.8,188.7,49.5,12.1,7.3,32.9
Uttarakhand,1914,563.3,377.8,439.6,27.1,22.3,0.5
Uttarakhand,1915,370.2,539.9,178.3,12.9,0,12.6
Uttarakhand,1916,432.3,397.7,280.1,83.8,0,0
Uttarakhand,1917,561.2,372.7,405.7,115.8,0,23.3
Uttarakhand,1918,225.8,397.2,101,4,18.4,8.2
Uttarakhand,1919,372.5,295.9,242.6,14.2,9.7,29.1
Uttarakhand,1920,472.5,307.1,76.9,12.9,0,2.6
Uttarakhand,1921,329.3,652.8,299.5,55.8,0.2,4.7
Uttarakhand,1922,507.1,685.2,320.9,3.8,1.3,51.1
Uttarakhand,1923,372.5,427.9,289.9,69.4,10,45.1
Uttarakhand,1924,450.2,414,651.5,128.1,0.6,62.8
Uttarakhand,1925,554.5,384.5,65.9,20.1,36.7,0
Uttarakhand,1926,475.3,400.7,133.3,10.2,22,2
Uttarakhand,1927,308.9,516.8,159.9,120.8,43.7,9.5
Uttarakhand,1928,468,251.4,29.7,6.3,17.4,28.9
Uttarakhand,1929,279.7,403.2,65.2,44.5,0,135.5
Uttarakhand,1930,399.7,348.3,76.5,21.6,8.1,25.6
Uttarakhand,1931,319.1,307.2,335.3,105.8,6.8,3.4
Uttarakhand,1932,343.5,438.9,326.9,6.3,5.5,58.4
Uttarakhand,1933,466.8,337.3,151.2,128,0,1.2
Uttarakhand,1934,459.4,410.4,97.1,1.6,0.5,41.5
Uttarakhand,1935,385.1,308.1,174.8,3.6,8.8,16.5
Uttarakhand,1936,570.8,390.4,241.2,19.8,2.1,112.7
Uttarakhand,1937,398.7,439.6,211.7,15.8,2,34.5
Uttarakhand,1938,459.2,396.4,110.8,11.4,0.8,0.1
Uttarakhand,1939,352.9,199.3,186.2,24.2,0,0
Uttarakhand,1940,395.1,300,82.6,1.4,0.4,35.3
Uttarakhand,1941,171.5,354.1,95.7,32.3,0.5,25.9
Uttarakhand,1942,481,455.8,223.8,1,0.1,61.6
Uttarakhand,1943,283.2,590.9,181.4,0.2,0.1,0.3
Uttarakhand,1944,354.4,194.7,144.5,21.4,0.7,10.3
Uttarakhand,1945,468.6,379.8,391.8,92,0.1,1.8
Uttarakhand,1946,565.1,311.5,114.9,48.7,18.2,20.1
Uttarakhand,1947,383.4,274.2,350.5,16.6,0.4,10.8
Uttarakhand,1948,337.1,592.5,205.1,50.7,3.1,8.7
Uttarakhand,1949,450.2,414.5,204,22.2,0.2,4.8
Uttarakhand,1950,492.8,493.4,160.8,2.7,0,6.6
Uttarakhand,1951,200.9,403,204.2,13.5,43.8,0.1
Uttarakhand,1952,346.1,506.4,82.4,11.2,3.6,6.4
Uttarakhand,1953,617.5,338.9,125.8,9.8,0,35
Uttarakhand,1954,472.6,567.3,217.2,148.6,3.4,13.4
Uttarakhand,1955,356.1,429,236.3,271.2,0,11.3
Uttarakhand,1956,466.4,359.3,182.7,370.4,5.9,26.1
Uttarakhand,1957,532.1,286.5,308.3,57.7,20.1,62.9
Uttarakhand,1958,436.6,436.2,233.4,78.9,2.5,52.1
Uttarakhand,1959,483.5,442.3,294.6,87.9,26.2,0.9
Uttarakhand,1960,466.7,420.7,189.2,76.6,2.2,16.3
Uttarakhand,1961,490.1,511.6,226.4,122.7,13.1,57.5
Uttarakhand,1962,402.2,398.2,341.5,8.6,29,33.9
Uttarakhand,1963,360.9,523.4,345.1,10.8,43.9,40.2
Uttarakhand,1964,463.8,402,327.6,1.3,0,31.3
Uttarakhand,1965,388,302.8,87.5,33,11.8,2.9
Uttarakhand,1966,363,410.3,125.7,35.1,15.3,13.3
Uttarakhand,1967,436.3,518.7,146.5,22,22.4,79.9
Uttarakhand,1968,393.6,280.6,109.6,13,1.4,38.9
Uttarakhand,1969,381,483.5,345.6,25.3,0.2,1
Uttarakhand,1970,319.2,355.3,157.8,30,0.8,0.2
Uttarakhand,1971,332.8,377,155.9,79.5,22,0.3
Uttarakhand,1972,315.4,218.8,212.6,18.8,7.9,17
Uttarakhand,1973,265.9,297.9,130.8,46.8,1.6,9.2
Uttarakhand,1974,392.9,347.3,102.6,46.9,4.5,43.6
Uttarakhand,1975,403.1,359.6,322.8,21.8,0,0
Uttarakhand,1976,269.2,328.5,129.3,5.6,0.1,1.1
Uttarakhand,1977,487,292.3,208.3,30.1,2.9,48.1
Uttarakhand,1978,414.3,528.4,324.8,16.9,43.7,4.3
Uttarakhand,1979,323.5,276.1,37.7,11.7,8.2,32.4
Uttarakhand,1980,466,322.7,133.5,37.3,2.4,21.9
Uttarakhand,1981,488.1,263.5,103.1,4.6,42.1,15
Uttarakhand,1982,264,435.1,110.7,17.8,1.4,33.5
Uttarakhand,1983,261.3,312.9,320,53.8,1.6,9.1
Uttarakhand,1984,359.3,237.7,173.5,3.2,2.6,30.1
Uttarakhand,1985,451.7,389.4,228.2,220.5,3,74.1
Uttarakhand,1986,418.3,281.7,155.5,61.6,13.8,63.9
Uttarakhand,1987,190.3,261,123.9,20.2,0.2,17.1
Uttarakhand,1988,490.9,390.8,202,16.6,0.9,63.7
Uttarakhand,1989,333.4,386.6,183.5,12.3,17.3,38.2
Uttarakhand,1990,473,413.6,179.1,14.6,6.1,67.1
Uttarakhand,1991,219.8,346.7,126.4,0.5,10.1,39.4
Uttarakhand,1992,254.4,385.1,152.4,9,5.4,0
Uttarakhand,1993,309.4,282.3,447,1.5,7.4,0
Uttarakhand,1994,476.9,428.2,98,5.3,1.7,22.3
Uttarakhand,1995,358.3,430.7,282.8,5.1,2.1,20.2
Uttarakhand,1996,308.1,441.1,185.6,31.4,0.5,0
Uttarakhand,1997,290,73.3,36.4,9.9,10.8,18.5
Uttarakhand,1998,242.9,260,120,75.5,1.2,0
Uttarakhand,1999,389,285.5,217.9,32,0.1,4.7
Uttarakhand,2000,420.1,536.1,195.3,1.1,7,0.7
Uttarakhand,2001,493,371.7,68.3,6.3,1.4,15.1
Uttarakhand,2002,205.7,465.4,301.3,19.9,3,4.2
Uttarakhand,2003,515.3,416.2,239.9,1.8,4.8,23.6
Uttarakhand,2004,400.9,326.3,96.8,70.7,0.8,5.7
Uttarakhand,2005,400.1,249.2,337.9,14.1,2.2,4.3
Uttarakhand,2006,345.6,294.7,79.1,18.8,6.8,27
Uttarakhand,2007,522.9,502.8,325.6,25.1,7.8,16.7
Uttarakhand,2008,313.3,245.8,190.8,23.1,11.9,0.6
Uttarakhand,2009,157.5,202.6,206.6,81.3,12.6,0.9
Uttarakhand,2010,455.8,335.7,389.7,8,4.5,19.5
Uttarakhand,2011,433.3,523.7,148.4,3.4,1.2,2.3
Uttarakhand,2012,387.1,419.5,220.6,4.7,3.4,15.5
Uttarakhand,2013,413.4,359.4,111.3,29.1,3.2,3.8
Uttarakhand,2014,462.7,264.2,107.9,40.8,0,44.3
Uttarakhand,2015,337,305.3,52.6,16.8,2.4,7.2
Uttarakhand,2016,508.4,308.5,111.4,12.7,0,3.5
Uttarakhand,2017,460.9,349,213.4,2.8,0.2,18.3
Haryana Delhi & Chandigarh,1901,126.4,151.5,10.5,2,0,6.1
Haryana Delhi & Chandigarh,1902,149.3,97.1,59.8,9.3,0,0
Haryana Delhi & Chandigarh,1903,151.6,138.2,97.7,4,0,2.3
Haryana Delhi & Chandigarh,1904,109.7,162.9,102.3,1.5,10.4,20.3
Haryana Delhi & Chandigarh,1905,93.6,23.1,92.6,0,0,5.1
Haryana Delhi & Chandigarh,1906,128.9,103.8,185.2,0,0,5
Haryana Delhi & Chandigarh,1907,123.2,175.3,1,0.1,0,0
Haryana Delhi & Chandigarh,1908,196.6,398.2,10.1,0.3,1.1,0.6
Haryana Delhi & Chandigarh,1909,228.7,118.9,162.4,3.1,0,32.7
Haryana Delhi & Chandigarh,1910,107.9,150.4,159.7,87.3,0,0.8
Haryana Delhi & Chandigarh,1911,26.3,49.3,208.7,10.7,39.7,0
Haryana Delhi & Chandigarh,1912,161.1,134.2,119.5,0,10.5,0.5
Haryana Delhi & Chandigarh,1913,142.9,82.3,22.6,0.7,0.9,9.3
Haryana Delhi & Chandigarh,1914,252,100,182.9,18.7,2,0.3
Haryana Delhi & Chandigarh,1915,66.9,69.9,101.7,6.4,0,1.8
Haryana Delhi & Chandigarh,1916,139.7,217.7,107.8,61.6,0,0
Haryana Delhi & Chandigarh,1917,164.3,210.9,361.5,101,0,7.5
Haryana Delhi & Chandigarh,1918,20,142.1,5,0.3,0.8,0
Haryana Delhi & Chandigarh,1919,208.7,172.1,50.6,0,3.4,22.8
Haryana Delhi & Chandigarh,1920,194.8,30.8,9.6,1.4,0,0.1
Haryana Delhi & Chandigarh,1921,100.2,189.5,86.1,29.5,0,3
Haryana Delhi & Chandigarh,1922,139.6,99.7,176.5,1.7,0,27.1
Haryana Delhi & Chandigarh,1923,183.7,221.3,17.6,9.1,0.3,34.4
Haryana Delhi & Chandigarh,1924,98.3,151.3,247.5,45.5,2.5,15
Haryana Delhi & Chandigarh,1925,247,108.6,10.2,5.7,12.2,0.3
Haryana Delhi & Chandigarh,1926,190,257.4,45.5,0.6,2.4,0.1
Haryana Delhi & Chandigarh,1927,160.9,163.9,42.7,18.1,1.7,32.5
Haryana Delhi & Chandigarh,1928,131,77.6,35.6,7.6,20.3,16.8
Haryana Delhi & Chandigarh,1929,135.2,82.8,11.4,3.8,0,26.2
Haryana Delhi & Chandigarh,1930,266.5,78.4,32.3,2.8,0.9,2.1
Haryana Delhi & Chandigarh,1931,198.7,122.5,109.5,37.4,0,0.1
Haryana Delhi & Chandigarh,1932,136.8,113.4,117.5,0,0,15.8
Haryana Delhi & Chandigarh,1933,131.4,227.3,293.1,17,0.4,1.3
Haryana Delhi & Chandigarh,1934,140.8,199.1,18.3,0,0,5.6
Haryana Delhi & Chandigarh,1935,208.9,132.3,97,7.5,6,14.2
Haryana Delhi & Chandigarh,1936,124.4,125.7,61.3,0.1,1.2,26.5
Haryana Delhi & Chandigarh,1937,171.6,39.3,109.8,0.4,0.3,9.1
Haryana Delhi & Chandigarh,1938,89.7,56.9,8.1,7.6,0.1,0
Haryana Delhi & Chandigarh,1939,62.7,32.9,63.3,1.2,0,0
Haryana Delhi & Chandigarh,1940,117.4,142.3,12.6,0.2,0,0.4
Haryana Delhi & Chandigarh,1941,41,90.1,46.4,3.9,0,3.5
Haryana Delhi & Chandigarh,1942,257.5,237.6,154.2,0.3,0,11.9
Haryana Delhi & Chandigarh,1943,129.6,112.4,89.7,0,0,0.1
Haryana Delhi & Chandigarh,1944,150.7,99,38.8,24.8,0.6,0.6
Haryana Delhi & Chandigarh,1945,120,122.3,312.5,5.1,0,0
Haryana Delhi & Chandigarh,1946,122.9,155.4,17.3,15.6,1,11.6
Haryana Delhi & Chandigarh,1947,22.9,80.6,292.9,4.5,0,6.2
Haryana Delhi & Chandigarh,1948,212.4,233,34.6,4.3,0.9,0.3
Haryana Delhi & Chandigarh,1949,287.9,58.3,84.7,1.2,0,2
Haryana Delhi & Chandigarh,1950,220.4,147.6,118.7,0,0,1.4
Haryana Delhi & Chandigarh,1951,56,135.4,35,0.2,27.4,0
Haryana Delhi & Chandigarh,1952,122.5,311,1.3,0,0,3.2
Haryana Delhi & Chandigarh,1953,241,154.9,48.4,0.9,0,6.6
Haryana Delhi & Chandigarh,1954,152.3,45.6,136.6,43.9,0.3,0
Haryana Delhi & Chandigarh,1955,100.3,173.1,159.3,129.4,2.8,0.6
Haryana Delhi & Chandigarh,1956,239.1,159.5,19.5,131.3,4.4,0.6
Haryana Delhi & Chandigarh,1957,190.6,101.6,149.6,26.6,7.7,24.7
Haryana Delhi & Chandigarh,1958,150,182.7,273.4,21.8,1,10.6
Haryana Delhi & Chandigarh,1959,103.8,163.8,102.8,16.1,19.3,0.1
Haryana Delhi & Chandigarh,1960,249.9,339,15.6,35.2,0,8.9
Haryana Delhi & Chandigarh,1961,150.1,251.4,52.4,25.8,6.6,9.2
Haryana Delhi & Chandigarh,1962,144.7,111.5,189.4,0,2.9,6.5
Haryana Delhi & Chandigarh,1963,55.3,307.6,85.3,0,9,6.3
Haryana Delhi & Chandigarh,1964,370.7,191.5,111.2,0.6,0.1,6
Haryana Delhi & Chandigarh,1965,120.3,133.3,60.9,11,0.1,0.2
Haryana Delhi & Chandigarh,1966,98.2,312.8,69.1,6.7,1,0.2
Haryana Delhi & Chandigarh,1967,224.3,336,96.3,7.8,13.8,68.9
Haryana Delhi & Chandigarh,1968,211.2,90.1,0.1,7,0,2
Haryana Delhi & Chandigarh,1969,130.9,132.7,158.8,0.3,0.6,0
Haryana Delhi & Chandigarh,1970,65.7,207.9,104.9,0.8,0,0
Haryana Delhi & Chandigarh,1971,148.4,259.2,51.6,11.3,1.8,0
Haryana Delhi & Chandigarh,1972,137.1,186,12.6,7.7,33.1,3.2
Haryana Delhi & Chandigarh,1973,118.3,189.8,57.6,19.7,0,9
Haryana Delhi & Chandigarh,1974,201.5,94.5,12.2,16.4,0,13.5
Haryana Delhi & Chandigarh,1975,182.6,180.1,142.4,20.6,0,0
Haryana Delhi & Chandigarh,1976,216.2,317.4,38,0.2,0.1,0.8
Haryana Delhi & Chandigarh,1977,288.4,165.7,118.3,8.4,0.5,9.4
Haryana Delhi & Chandigarh,1978,202.7,184.8,104.5,2.1,2.8,0.5
Haryana Delhi & Chandigarh,1979,122.7,39.7,19.9,3.6,2.8,6.3
Haryana Delhi & Chandigarh,1980,236.5,102,50.2,13.4,4.9,21.4
Haryana Delhi & Chandigarh,1981,196.7,63.7,34.7,0.1,42.1,0.6
Haryana Delhi & Chandigarh,1982,99.2,150.4,5.4,3.2,2.4,13.6
Haryana Delhi & Chandigarh,1983,218.3,240.7,79.8,5.4,0,3.3
Haryana Delhi & Chandigarh,1984,154.2,179.5,75.5,0.9,0,0.3
Haryana Delhi & Chandigarh,1985,256.9,152.4,35.9,42.6,0,24.3
Haryana Delhi & Chandigarh,1986,92.5,108.9,52.9,11.2,0.7,9.5
Haryana Delhi & Chandigarh,1987,26.4,106.6,18,3.2,0,6.3
Haryana Delhi & Chandigarh,1988,288.5,222.5,183.4,0,0.1,12
Haryana Delhi & Chandigarh,1989,90.8,152.5,68.7,0.2,5.2,12.4
Haryana Delhi & Chandigarh,1990,201.2,137.7,194.5,2.7,14.1,19.2
Haryana Delhi & Chandigarh,1991,55.3,187.9,36.9,1.4,3.8,16.2
Haryana Delhi & Chandigarh,1992,124.5,171.6,59,3.8,7.2,0
Haryana Delhi & Chandigarh,1993,274.6,35.6,125.4,0,0,0
Haryana Delhi & Chandigarh,1994,275.8,160.6,28.2,0,0.1,0.2
Haryana Delhi & Chandigarh,1995,115,405.3,175.3,0.2,0.1,0.3
Haryana Delhi & Chandigarh,1996,85.8,249.2,116.3,19.9,0,0.3
Haryana Delhi & Chandigarh,1997,133.6,226.8,36.9,53.7,13.4,47.3
Haryana Delhi & Chandigarh,1998,154.8,161.6,150.9,78.2,5.8,0
Haryana Delhi & Chandigarh,1999,109.8,78.7,54.7,4.8,0,0.4
Haryana Delhi & Chandigarh,2000,146.8,87.9,17.5,0,0.4,1.2
Haryana Delhi & Chandigarh,2001,145.2,103.5,10.3,11.1,0.1,0.2
Haryana Delhi & Chandigarh,2002,19.4,78.2,123,1.9,0,8.8
Haryana Delhi & Chandigarh,2003,277.6,165.3,58.9,0,0.1,11
Haryana Delhi & Chandigarh,2004,19.9,252.9,22.1,54.1,0,1.2
Haryana Delhi & Chandigarh,2005,175.6,52.6,146.7,0,0.8,0
Haryana Delhi & Chandigarh,2006,135.2,32.1,49.9,3.8,1.2,5.2
Haryana Delhi & Chandigarh,2007,82,87.9,55.2,0.1,0.3,1.4
Haryana Delhi & Chandigarh,2008,124.3,174.2,114.5,8.4,5.5,0.2
Haryana Delhi & Chandigarh,2009,106.4,63.8,160.8,2.5,1.1,0.4
Haryana Delhi & Chandigarh,2010,189.3,198.5,183.9,1.1,3.5,12.8
Haryana Delhi & Chandigarh,2011,85,127.3,133.1,0,0,0.4
Haryana Delhi & Chandigarh,2012,68.1,196.6,90.7,2.4,0.6,3.5
Haryana Delhi & Chandigarh,2013,96.5,161.9,42.8,10.9,1.7,2.1
Haryana Delhi & Chandigarh,2014,72.3,34.8,67.3,10.5,0.2,9.6
Haryana Delhi & Chandigarh,2015,130.3,89.2,32.1,3.7,2.3,0.2
Haryana Delhi & Chandigarh,2016,159.8,133,14.8,5.2,0,1
Haryana Delhi & Chandigarh,2017,69.2,76.5,92.5,0,1.8,4.2
Punjab,1901,178.2,145,24.4,3.7,0,3.3
Punjab,1902,125.6,94.9,67.2,9,0,0.1
Punjab,1903,212.2,119.1,132.5,6.9,0,9.5
Punjab,1904,59.9,124,73.8,7.4,9.8,25.9
Punjab,1905,122.6,50.3,111.1,1.2,0,9.4
Punjab,1906,99.4,190.5,181.5,0.5,0,22.2
Punjab,1907,82.8,249,6.8,0.4,0,0
Punjab,1908,183.8,399.1,37.3,1.2,1.7,2
Punjab,1909,240.9,178.7,197.2,1.5,0,40.5
Punjab,1910,143.9,217.9,79.5,21,0,4.8
Punjab,1911,26.4,103.5,34,11.7,32.6,0.1
Punjab,1912,173.3,197.4,37.5,0,18.5,2.2
Punjab,1913,111.5,159,22.6,2.2,2.6,15.8
Punjab,1914,290.9,75.6,193.1,34.7,8.1,8.7
Punjab,1915,54.1,67.4,105.5,19.3,0,2.4
Punjab,1916,238.3,184.1,71.3,21.1,0,0.6
Punjab,1917,172.4,211.4,369.1,156.5,0,9.4
Punjab,1918,38.7,140.5,15.5,0.2,3.5,4.5
Punjab,1919,202,137,46.2,0.4,3.3,32.9
Punjab,1920,148,81.3,23.3,0.4,0,1.5
Punjab,1921,116.8,113.9,46.6,27,0,20.5
Punjab,1922,132.8,85.6,148.5,2.5,0,33.5
Punjab,1923,222.2,279.1,12.8,5.7,2.5,44.1
Punjab,1924,185.8,109,155,0.5,1.1,34.4
Punjab,1925,284.4,158.8,14.4,7.5,9.8,0
Punjab,1926,189,228.4,54.1,0.1,1.3,4.4
Punjab,1927,226.1,95.2,24.8,5.5,2.3,27.7
Punjab,1928,92.3,120.2,58.8,1,27,36.9
Punjab,1929,163.3,111.6,8.5,10.2,0,60.6
Punjab,1930,258.4,57.4,91.7,1.1,0.2,13.9
Punjab,1931,183.8,222.1,68.8,21.8,0,0.5
Punjab,1932,190.7,136.1,32,1.5,0.3,29.9
Punjab,1933,180,327.3,202.7,8.4,2.9,0.9
Punjab,1934,150.9,136.6,14.9,0,0,9.9
Punjab,1935,203.9,144.6,45.1,2.7,11.6,8.2
Punjab,1936,170.2,165.5,57.7,6.2,0.2,27.9
Punjab,1937,218.6,30.5,70.2,7.3,0.3,26.2
Punjab,1938,102.3,85.4,5.8,9.9,0,0.6
Punjab,1939,100.5,78.6,37.9,2.6,0,0
Punjab,1940,159.3,179.6,27.4,0.1,0.1,0.5
Punjab,1941,111.4,152.1,41,9.8,0,10.2
Punjab,1942,253.3,256.4,131.7,5.1,0,39.8
Punjab,1943,130.4,132.6,46.6,0.4,0,0.2
Punjab,1944,183.8,145.8,67.2,14.6,1.6,8.4
Punjab,1945,156.9,138.6,359.8,6,0.5,0.2
Punjab,1946,129.5,150.5,7.4,32,7.6,38.7
Punjab,1947,57.4,177.4,270.8,3,0,36.3
Punjab,1948,195.7,209.6,38.3,0.6,0.3,16.2
Punjab,1949,320,93.7,51,1.4,0,4.5
Punjab,1950,209.2,232.3,396.8,0.4,0,0.1
Punjab,1951,207.8,122.2,12.5,1.9,34.5,1.9
Punjab,1952,137,282.3,1.7,0.1,0.1,3.8
Punjab,1953,262.7,153.3,72.1,0.5,0.4,9.3
Punjab,1954,181.8,45.7,226.5,16.6,0,0
Punjab,1955,148.7,169.7,144.2,370.3,0,2.6
Punjab,1956,236.5,208.7,26.7,140.1,0.2,5.3
Punjab,1957,197.5,167.4,106.1,17.2,10.3,35.5
Punjab,1958,186.2,128.4,372.3,43.4,0,45
Punjab,1959,188,210.1,133.9,24,21.9,0.5
Punjab,1960,243.1,234.1,8.6,0.5,0,20.3
Punjab,1961,216.1,199.3,87,22.8,2.8,6.1
Punjab,1962,167.5,126.8,321.2,0.5,14.8,6.7
Punjab,1963,116.7,199.4,42.6,0.6,7,13.6
Punjab,1964,359.3,189.8,95,0,0,9.6
Punjab,1965,192.6,91.6,14.2,10.4,4.5,0.5
Punjab,1966,109.8,200,132.6,9.5,0,2.3
Punjab,1967,211.6,197.8,61.5,14.2,1.9,77.6
Punjab,1968,239.4,142.1,0.5,11.7,0.5,7.8
Punjab,1969,145.9,122.9,120.9,1.1,3.7,0
Punjab,1970,75.4,260.7,109.4,4.2,0,0
Punjab,1971,251.4,255.9,27.2,1.6,8.1,0
Punjab,1972,192.9,132.3,26.1,7.9,19.6,10.1
Punjab,1973,170.5,256.3,43.3,19.6,0,32.4
Punjab,1974,136.7,101.3,14.4,0.6,0,15.8
Punjab,1975,230.6,195.1,148.8,5.2,0,0
Punjab,1976,195.3,318.7,85.1,4.4,0,0.5
Punjab,1977,208.1,175.9,120.1,6.6,0.4,21.1
Punjab,1978,229.4,231.6,45.7,2.3,8.1,0.5
Punjab,1979,147.5,46.6,45.1,2,7.8,5.1
Punjab,1980,316.7,122.2,39.1,11.6,16.2,41.2
Punjab,1981,215.5,58.3,23,0.3,50.7,0
Punjab,1982,83.5,172.7,3.7,4,9.8,22.6
Punjab,1983,151.9,208.1,69.7,12.2,0,1.7
Punjab,1984,220.2,214.5,125.7,0.2,0.6,4.9
Punjab,1985,269.5,243.3,51.9,50.2,0.6,45.1
Punjab,1986,156.4,153,55.1,16,9.5,11.2
Punjab,1987,44.1,82.2,10.5,34.1,0.2,3.3
Punjab,1988,356.1,234.3,434.1,0.4,0.7,33.5
Punjab,1989,164.1,151.9,20.7,0.3,8,21.8
Punjab,1990,200.3,188.8,194.4,0.6,5.6,36.1
Punjab,1991,86.8,144.3,41.7,1,0.2,26.8
Punjab,1992,144.5,146.5,50,3.2,13,0.5
Punjab,1993,352.6,17.4,98.4,0.3,2.1,0
Punjab,1994,167.4,222.2,89,0.4,0,5.1
Punjab,1995,160,375.5,145.6,1.3,1.4,0.3
Punjab,1996,87.9,194.1,72.4,18.8,0,0.7
Punjab,1997,144.1,261.5,24.3,39,28.8,42.1
Punjab,1998,160.6,90.1,139.5,49.9,0,0.2
Punjab,1999,139.6,82,30.7,0.5,0.1,0.2
Punjab,2000,164.8,70,42,0,0.7,2.2
Punjab,2001,173.9,69.5,19.9,1.5,0.9,3.8
Punjab,2002,50.4,58.4,95,2.6,0,3.7
Punjab,2003,136.7,94.7,52.2,0,2.2,5
Punjab,2004,52.1,124.2,8.9,31.2,0.8,5
Punjab,2005,176.7,95.3,106.7,0.4,0,0
Punjab,2006,220.3,90.8,120.7,24.6,13.4,6.7
Punjab,2007,95.1,215.4,73.7,0.6,0.9,10.6
Punjab,2008,101.9,312.2,59.8,9.9,0.6,0.9
Punjab,2009,158,76.8,54.7,4,2.7,0.4
Punjab,2010,143.8,96.7,112.8,4.7,1.1,24.4
Punjab,2011,120.9,193.5,140.2,0,1,2.6
Punjab,2012,120.2,135.1,112.3,2.2,0.4,11
Punjab,2013,117.9,217.1,24.4,16.2,6.1,6.6
Punjab,2014,76.3,41.9,105.8,6,0.7,14.1
Punjab,2015,130.2,88.6,69.2,9,0.8,0.7
Punjab,2016,153.1,144.8,17.4,1.9,0.5,1.1
